"","trap_id","trap_date","spp","method","total","zone","year","week"
"1161","FC-040",2024-09-09,"Tarsalis","L",1,"NE",2024,37
"1162","FC-040GR",2024-09-09,"Pipiens","G",26,"NE",2024,37
"1163","FC-066",2024-09-09,"Pipiens","L",73,"NE",2024,37
"1164","FC-066",2024-09-09,"Tarsalis","L",3,"NE",2024,37
"1165","FC-066GR",2024-09-09,"Pipiens","G",3,"NE",2024,37
"1166","FC-067",2024-09-09,"Tarsalis","L",6,"NE",2024,37
"1167","FC-067",2024-09-09,"Pipiens","L",3,"NE",2024,37
"1168","FC-069",2024-09-09,"Pipiens","L",2,"NE",2024,37
"1169","FC-069",2024-09-09,"Tarsalis","L",1,"NE",2024,37
"1170","FC-072",2024-09-09,"Pipiens","L",3,"NE",2024,37
"1171","FC-072",2024-09-09,"Tarsalis","L",6,"NE",2024,37
"1172","FC-091GR",2024-09-09,"Pipiens","G",3,"NE",2024,37
"1173","FC-092GR",2024-09-09,"Pipiens","G",14,"NE",2024,37
"1174","FC-004",2024-09-10,"Pipiens","L",1,"SE",2024,37
"1175","FC-004",2024-09-10,"Tarsalis","L",4,"SE",2024,37
"1176","FC-023",2024-09-10,"Pipiens","L",1,"SE",2024,37
"1177","FC-027",2024-09-10,"Tarsalis","L",3,"SE",2024,37
"1178","FC-027",2024-09-10,"Pipiens","L",6,"SE",2024,37
"1179","FC-031",2024-09-10,"Tarsalis","L",5,"SE",2024,37
"1180","FC-031",2024-09-10,"Pipiens","L",3,"SE",2024,37
"1181","FC-039",2024-09-10,"Tarsalis","L",4,"SE",2024,37
"1182","FC-046",2024-09-10,"Tarsalis","L",2,"SE",2024,37
"1183","FC-047",2024-09-10,"Trap Malfunction","L",0,"SE",2024,37
"1184","FC-050",2024-09-10,"Tarsalis","L",1,"SE",2024,37
"1185","FC-053",2024-09-10,"Tarsalis","L",3,"SE",2024,37
"1186","FC-053",2024-09-10,"Pipiens","L",6,"SE",2024,37
"1187","FC-059",2024-09-10,"Tarsalis","L",2,"SE",2024,37
"1188","FC-059",2024-09-10,"Pipiens","L",2,"SE",2024,37
"1189","FC-064",2024-09-10,"Tarsalis","L",4,"SE",2024,37
"1190","FC-064",2024-09-10,"Pipiens","L",1,"SE",2024,37
"1191","FC-074",2024-09-10,"Trap Malfunction","L",0,"SE",2024,37
"1192","FC-075",2024-09-10,"Tarsalis","L",2,"SE",2024,37
"1193","FC-075",2024-09-10,"Pipiens","L",16,"SE",2024,37
"1194","FC-075GR",2024-09-10,"Pipiens","G",8,"SE",2024,37
"1195","FC-088GR",2024-09-10,"Pipiens","G",49,"SE",2024,37
"1196","FC-011",2024-09-11,"Pipiens","L",5,"NW",2024,37
"1197","FC-015",2024-09-11,"Pipiens","L",4,"NW",2024,37
"1198","FC-015",2024-09-11,"Tarsalis","L",2,"NW",2024,37
"1199","FC-041",2024-09-11,"Pipiens","L",6,"NW",2024,37
"1200","FC-049",2024-09-11,"Tarsalis","L",1,"SW",2024,37
"1201","FC-049",2024-09-11,"Pipiens","L",4,"SW",2024,37
"1202","FC-052",2024-09-11,"Tarsalis","L",1,"NW",2024,37
"1203","FC-052",2024-09-11,"Pipiens","L",3,"NW",2024,37
"1204","FC-060",2024-09-11,"Pipiens","L",1,"NW",2024,37
"1205","FC-061",2024-09-11,"Pipiens","L",3,"NW",2024,37
"1206","FC-063",2024-09-11,"Pipiens","L",1,"NW",2024,37
"1207","FC-063GR",2024-09-11,"Pipiens","G",13,"NW",2024,37
"1208","FC-073",2024-09-11,"Tarsalis","L",1,"NW",2024,37
"1209","FC-073",2024-09-11,"Pipiens","L",3,"NW",2024,37
"1210","FC-090GR",2024-09-11,"Pipiens","G",31,"NW",2024,37
"1211","FC-001",2024-09-12,"Tarsalis","L",2,"SW",2024,37
"1212","FC-029",2024-09-12,"Tarsalis","L",1,"SE",2024,37
"1213","FC-029",2024-09-12,"Pipiens","L",3,"SE",2024,37
"1214","FC-029GR",2024-09-12,"Pipiens","G",6,"SE",2024,37
"1215","FC-037",2024-09-12,"Pipiens","L",4,"SW",2024,37
"1216","FC-037",2024-09-12,"Tarsalis","L",2,"SW",2024,37
"1217","FC-068",2024-09-12,"Pipiens","L",1,"SW",2024,37
"1218","FC-068",2024-09-12,"Tarsalis","L",1,"SW",2024,37
"1219","FC-071",2024-09-12,"No Mosquitoes","L",0,"SW",2024,37
"1220","FC-089GR",2024-09-12,"Pipiens","G",10,"SW",2024,37
"1221","FC-093",2024-09-12,"Tarsalis","L",1,"SW",2024,37
"1222","FC-040",2019-06-09,"Tarsalis","L",1,"NE",2019,23
"1223","FC-069",2019-06-09,"Tarsalis","L",2,"NE",2019,23
"1224","FC-014",2019-06-09,"Tarsalis","L",5,"NE",2019,23
"1225","FC-072",2019-06-09,"Tarsalis","L",4,"NE",2019,23
"1226","FC-034",2019-06-09,"Tarsalis","L",4,"NE",2019,23
"1227","FC-027",2019-06-10,"Tarsalis","L",3,"SE",2019,23
"1228","FC-039",2019-06-10,"Tarsalis","L",7,"SE",2019,23
"1229","FC-004",2019-06-10,"Tarsalis","L",3,"SE",2019,23
"1230","FC-074",2019-06-10,"Tarsalis","L",10,"SE",2019,23
"1231","FC-037",2019-06-12,"Pipiens","L",5,"SW",2019,24
"1232","LV-069",2019-06-09,"Tarsalis","L",1,"LV",2019,23
"1233","LV-104",2019-06-10,"Tarsalis","L",17,"LV",2019,23
"1234","LV-020",2019-06-11,"Tarsalis","L",9,"LV",2019,24
"1235","LC-053",2019-06-11,"Tarsalis","L",5,"BE",2019,24
"1236","FC-069",2019-06-16,"Tarsalis","L",3,"NE",2019,24
"1237","FC-040GR",2019-06-16,"Pipiens","G",3,"NE",2019,24
"1238","FC-036",2019-06-16,"Tarsalis","L",2,"NW",2019,24
"1239","FC-066",2019-06-16,"Tarsalis","L",3,"NE",2019,24
"1240","FC-027",2019-06-17,"Tarsalis","L",7,"SE",2019,24
"1241","FC-053",2019-06-17,"Tarsalis","L",2,"SE",2019,24
"1242","FC-075GR",2019-06-17,"Pipiens","G",3,"SE",2019,24
"1243","FC-052",2019-06-18,"Pipiens","L",1,"NW",2019,25
"1244","FC-057",2019-06-19,"Tarsalis","L",6,"SW",2019,25
"1245","FC-029",2019-06-19,"Tarsalis","L",1,"SE",2019,25
"1246","FC-089GR",2019-06-19,"Pipiens","G",6,"SW",2019,25
"1247","FC-029GR",2019-06-19,"Pipiens","G",10,"SE",2019,25
"1248","LV-104",2019-06-17,"Tarsalis","L",2,"LV",2019,24
"1249","LV-020",2019-06-18,"Tarsalis","L",10,"LV",2019,25
"1250","LC-049",2019-06-18,"Tarsalis","L",4,"BE",2019,25
"1251","FC-014",2019-06-23,"Tarsalis","L",6,"NE",2019,25
"1252","FC-034",2019-06-23,"Tarsalis","L",3,"NE",2019,25
"1253","FC-091GR",2019-06-23,"Pipiens","G",1,"NE",2019,25
"1254","FC-036",2019-06-23,"Tarsalis","L",1,"NW",2019,25
"1255","FC-066GR",2019-06-23,"Pipiens","G",2,"NE",2019,25
"1256","FC-039",2019-06-24,"Tarsalis","L",25,"SE",2019,25
"1257","FC-004",2019-06-24,"Tarsalis","L",4,"SE",2019,25
"1258","FC-027",2019-06-24,"Tarsalis","L",13,"SE",2019,25
"1259","FC-074",2019-06-24,"Tarsalis","L",3,"SE",2019,25
"1260","FC-050",2019-06-24,"Tarsalis","L",4,"SE",2019,25
"1261","FC-075GR",2019-06-24,"Pipiens","G",4,"SE",2019,25
"1262","FC-064",2019-06-24,"Pipiens","L",2,"SE",2019,25
"1263","FC-053",2019-06-24,"Tarsalis","L",74,"SE",2019,25
"1264","FC-046",2019-06-24,"Tarsalis","L",5,"SE",2019,25
"1265","FC-031",2019-06-24,"Tarsalis","L",2,"SE",2019,25
"1266","FC-046",2019-06-24,"Pipiens","L",3,"SE",2019,25
"1267","FC-064",2019-06-24,"Tarsalis","L",28,"SE",2019,25
"1268","FC-052",2019-06-25,"Tarsalis","L",2,"NW",2019,26
"1269","FC-090GR",2019-06-25,"Pipiens","G",2,"NW",2019,26
"1270","FC-063GR",2019-06-25,"Pipiens","G",2,"NW",2019,26
"1271","FC-061",2019-06-25,"Tarsalis","L",5,"NW",2019,26
"1272","FC-052",2019-06-25,"Pipiens","L",2,"NW",2019,26
"1273","FC-049",2019-06-25,"Tarsalis","L",1,"SW",2019,26
"1274","FC-037",2019-06-26,"Tarsalis","L",10,"SW",2019,26
"1275","FC-029",2019-06-26,"Tarsalis","L",3,"SE",2019,26
"1276","LV-095",2019-06-23,"Tarsalis","L",6,"LV",2019,25
"1277","LV-110",2019-06-24,"Tarsalis","L",2,"LV",2019,25
"1278","LV-104",2019-06-24,"Tarsalis","L",5,"LV",2019,25
"1279","LV-089",2019-06-24,"Tarsalis","L",2,"LV",2019,25
"1280","LC-001",2019-06-25,"Pipiens","L",1,"BE",2019,26
"1281","LC-053",2019-06-25,"Tarsalis","L",3,"BE",2019,26
"1282","LC-054",2019-06-25,"Tarsalis","L",10,"BE",2019,26
"1283","FC-066GR",2019-06-30,"Pipiens","G",2,"NE",2019,26
"1284","FC-067",2019-06-30,"Pipiens","L",4,"NE",2019,26
"1285","FC-014",2019-06-30,"Tarsalis","L",45,"NE",2019,26
"1286","FC-034",2019-06-30,"Tarsalis","L",17,"NE",2019,26
"1287","FC-069",2019-06-30,"Tarsalis","L",14,"NE",2019,26
"1288","FC-066",2019-06-30,"Tarsalis","L",20,"NE",2019,26
"1289","FC-040",2019-06-30,"Tarsalis","L",11,"NE",2019,26
"1290","FC-067",2019-06-30,"Tarsalis","L",118,"NE",2019,26
"1291","FC-072",2019-06-30,"Tarsalis","L",13,"NE",2019,26
"1292","FC-040GR",2019-06-30,"Pipiens","G",8,"NE",2019,26
"1293","FC-036",2019-06-30,"Tarsalis","L",20,"NW",2019,26
"1294","FC-006",2019-06-30,"Tarsalis","L",28,"NE",2019,26
"1295","FC-019",2019-06-30,"Tarsalis","L",6,"NE",2019,26
"1296","FC-031",2019-07-01,"Tarsalis","L",5,"SE",2019,26
"1297","FC-050",2019-07-01,"Pipiens","L",2,"SE",2019,26
"1298","FC-064",2019-07-01,"Tarsalis","L",16,"SE",2019,26
"1299","FC-075",2019-07-01,"Tarsalis","L",6,"SE",2019,26
"1300","FC-039",2019-07-01,"Tarsalis","L",168,"SE",2019,26
"1301","FC-053",2019-07-01,"Tarsalis","L",85,"SE",2019,26
"1302","FC-050",2019-07-01,"Tarsalis","L",3,"SE",2019,26
"1303","FC-004",2019-07-01,"Tarsalis","L",3,"SE",2019,26
"1304","FC-027",2019-07-01,"Tarsalis","L",29,"SE",2019,26
"1305","FC-023",2019-07-01,"Tarsalis","L",10,"SE",2019,26
"1306","FC-074",2019-07-01,"Tarsalis","L",11,"SE",2019,26
"1307","FC-073",2019-07-02,"Tarsalis","L",5,"NW",2019,27
"1308","FC-090GR",2019-07-02,"Pipiens","G",5,"NW",2019,27
"1309","FC-015",2019-07-02,"Tarsalis","L",3,"NW",2019,27
"1310","FC-061",2019-07-02,"Tarsalis","L",6,"NW",2019,27
"1311","FC-029GR",2019-07-03,"Pipiens","G",43,"SE",2019,27
"1312","FC-071",2019-07-03,"Pipiens","L",1,"SW",2019,27
"1313","FC-062",2019-07-03,"Tarsalis","L",3,"SW",2019,27
"1314","FC-093",2019-07-03,"Tarsalis","L",12,"SW",2019,27
"1315","FC-054",2019-07-03,"Tarsalis","L",4,"SE",2019,27
"1316","FC-001",2019-07-03,"Tarsalis","L",3,"SW",2019,27
"1317","FC-037",2019-07-03,"Tarsalis","L",12,"SW",2019,27
"1318","FC-029",2019-07-03,"Tarsalis","L",9,"SE",2019,27
"1319","LV-095",2019-06-30,"Tarsalis","L",71,"LV",2019,26
"1320","LV-069",2019-06-30,"Tarsalis","L",46,"LV",2019,26
"1321","LV-089",2019-07-01,"Tarsalis","L",23,"LV",2019,26
"1322","LV-104",2019-07-01,"Tarsalis","L",14,"LV",2019,26
"1323","LV-110",2019-07-01,"Tarsalis","L",13,"LV",2019,26
"1324","LV-020",2019-07-02,"Tarsalis","L",110,"LV",2019,27
"1325","LC-001",2019-07-02,"Tarsalis","L",14,"BE",2019,27
"1326","LC-053",2019-07-02,"Tarsalis","L",81,"BE",2019,27
"1327","LC-049",2019-07-02,"Tarsalis","L",3,"BE",2019,27
"1328","LC-054",2019-07-02,"Tarsalis","L",70,"BE",2019,27
"1329","FC-066",2019-07-07,"Pipiens","L",5,"NE",2019,27
"1330","FC-066",2019-07-07,"Tarsalis","L",54,"NE",2019,27
"1331","FC-038",2019-07-07,"Tarsalis","L",80,"NE",2019,27
"1332","FC-034",2019-07-07,"Tarsalis","L",30,"NE",2019,27
"1333","FC-040",2019-07-07,"Tarsalis","L",12,"NE",2019,27
"1334","FC-006",2019-07-07,"Pipiens","L",4,"NE",2019,27
"1335","FC-038",2019-07-07,"Pipiens","L",3,"NE",2019,27
"1336","FC-069",2019-07-07,"Tarsalis","L",28,"NE",2019,27
"1337","FC-072",2019-07-07,"Tarsalis","L",24,"NE",2019,27
"1338","FC-067",2019-07-07,"Tarsalis","L",11,"NE",2019,27
"1339","FC-019",2019-07-07,"Tarsalis","L",50,"NE",2019,27
"1340","FC-014",2019-07-07,"Tarsalis","L",72,"NE",2019,27
"1341","FC-006",2019-07-07,"Tarsalis","L",35,"NE",2019,27
"1342","FC-066GR",2019-07-07,"Pipiens","G",4,"NE",2019,27
"1343","FC-019",2019-07-07,"Pipiens","L",4,"NE",2019,27
"1344","FC-036",2019-07-07,"Tarsalis","L",59,"NW",2019,27
"1345","FC-074",2019-07-08,"Pipiens","L",1,"SE",2019,27
"1346","FC-004",2019-07-08,"Tarsalis","L",27,"SE",2019,27
"1347","FC-064",2019-07-08,"Tarsalis","L",139,"SE",2019,27
"1348","FC-053",2019-07-08,"Pipiens","L",3,"SE",2019,27
"1349","FC-059",2019-07-08,"Tarsalis","L",7,"SE",2019,27
"1350","FC-053",2019-07-08,"Tarsalis","L",367,"SE",2019,27
"1351","FC-074",2019-07-08,"Tarsalis","L",100,"SE",2019,27
"1352","FC-039",2019-07-08,"Pipiens","L",3,"SE",2019,27
"1353","FC-050",2019-07-08,"Pipiens","L",4,"SE",2019,27
"1354","FC-027",2019-07-08,"Pipiens","L",3,"SE",2019,27
"1355","FC-047",2019-07-08,"Tarsalis","L",10,"SE",2019,27
"1356","FC-031",2019-07-08,"Tarsalis","L",130,"SE",2019,27
"1357","FC-088GR",2019-07-08,"Pipiens","G",8,"SE",2019,27
"1358","FC-064",2019-07-08,"Pipiens","L",8,"SE",2019,27
"1359","FC-027",2019-07-08,"Tarsalis","L",39,"SE",2019,27
"1360","FC-023",2019-07-08,"Tarsalis","L",7,"SE",2019,27
"1361","FC-075",2019-07-08,"Tarsalis","L",41,"SE",2019,27
"1362","FC-046",2019-07-08,"Tarsalis","L",17,"SE",2019,27
"1363","FC-046",2019-07-08,"Pipiens","L",4,"SE",2019,27
"1364","FC-039",2019-07-08,"Tarsalis","L",261,"SE",2019,27
"1365","FC-050",2019-07-08,"Tarsalis","L",25,"SE",2019,27
"1366","FC-049",2019-07-09,"Tarsalis","L",4,"SW",2019,28
"1367","FC-041",2019-07-09,"Tarsalis","L",6,"NW",2019,28
"1368","FC-090GR",2019-07-09,"Pipiens","G",11,"NW",2019,28
"1369","FC-063GR",2019-07-09,"Pipiens","G",1,"NW",2019,28
"1370","FC-061",2019-07-09,"Tarsalis","L",10,"NW",2019,28
"1371","FC-011",2019-07-09,"Tarsalis","L",9,"NW",2019,28
"1372","FC-060",2019-07-09,"Tarsalis","L",6,"NW",2019,28
"1373","FC-052",2019-07-09,"Tarsalis","L",7,"NW",2019,28
"1374","FC-058",2019-07-09,"Tarsalis","L",3,"SW",2019,28
"1375","FC-073",2019-07-09,"Tarsalis","L",4,"NW",2019,28
"1376","FC-060",2019-07-09,"Pipiens","L",6,"NW",2019,28
"1377","FC-068",2019-07-10,"Tarsalis","L",5,"SW",2019,28
"1378","FC-089GR",2019-07-10,"Pipiens","G",3,"SW",2019,28
"1379","FC-029GR",2019-07-10,"Pipiens","G",19,"SE",2019,28
"1380","FC-057",2019-07-10,"Tarsalis","L",11,"SW",2019,28
"1381","FC-037",2019-07-10,"Tarsalis","L",99,"SW",2019,28
"1382","FC-062",2019-07-10,"Tarsalis","L",6,"SW",2019,28
"1383","FC-071",2019-07-10,"Tarsalis","L",3,"SW",2019,28
"1384","FC-001",2019-07-10,"Tarsalis","L",5,"SW",2019,28
"1385","FC-054",2019-07-10,"Tarsalis","L",16,"SE",2019,28
"1386","FC-029",2019-07-10,"Tarsalis","L",14,"SE",2019,28
"1387","LV-069",2019-07-07,"Pipiens","L",5,"LV",2019,27
"1388","LV-095",2019-07-07,"Tarsalis","L",97,"LV",2019,27
"1389","LV-069",2019-07-07,"Tarsalis","L",146,"LV",2019,27
"1390","LV-104",2019-07-08,"Tarsalis","L",27,"LV",2019,27
"1391","LV-089",2019-07-08,"Tarsalis","L",23,"LV",2019,27
"1392","LV-110",2019-07-09,"Tarsalis","L",47,"LV",2019,28
"1393","LV-020",2019-07-09,"Tarsalis","L",86,"LV",2019,28
"1394","LC-001",2019-07-09,"Tarsalis","L",36,"BE",2019,28
"1395","LC-053",2019-07-09,"Tarsalis","L",120,"BE",2019,28
"1396","LC-049",2019-07-09,"Tarsalis","L",24,"BE",2019,28
"1397","LC-054",2019-07-09,"Tarsalis","L",176,"BE",2019,28
"1398","FC-006",2019-07-14,"Pipiens","L",21,"NE",2019,28
"1399","FC-006",2019-07-14,"Tarsalis","L",31,"NE",2019,28
"1400","FC-019",2019-07-14,"Pipiens","L",4,"NE",2019,28
"1401","FC-036",2019-07-14,"Tarsalis","L",67,"NW",2019,28
"1402","FC-036",2019-07-14,"Pipiens","L",13,"NW",2019,28
"1403","FC-040GR",2019-07-14,"Pipiens","G",4,"NE",2019,28
"1404","FC-040",2019-07-14,"Tarsalis","L",22,"NE",2019,28
"1405","FC-034",2019-07-14,"Tarsalis","L",195,"NE",2019,28
"1406","FC-069",2019-07-14,"Pipiens","L",6,"NE",2019,28
"1407","FC-067",2019-07-14,"Tarsalis","L",121,"NE",2019,28
"1408","FC-092GR",2019-07-14,"Pipiens","G",2,"NE",2019,28
"1409","FC-014",2019-07-14,"Tarsalis","L",114,"NE",2019,28
"1410","FC-067",2019-07-14,"Pipiens","L",5,"NE",2019,28
"1411","FC-066",2019-07-14,"Tarsalis","L",29,"NE",2019,28
"1412","FC-038",2019-07-14,"Tarsalis","L",50,"NE",2019,28
"1413","FC-066",2019-07-14,"Pipiens","L",8,"NE",2019,28
"1414","FC-069",2019-07-14,"Tarsalis","L",42,"NE",2019,28
"1415","FC-072",2019-07-14,"Tarsalis","L",17,"NE",2019,28
"1416","FC-019",2019-07-14,"Tarsalis","L",44,"NE",2019,28
"1417","FC-075",2019-07-15,"Tarsalis","L",14,"SE",2019,28
"1418","FC-023",2019-07-15,"Tarsalis","L",25,"SE",2019,28
"1419","FC-088GR",2019-07-15,"Tarsalis","G",4,"SE",2019,28
"1420","FC-088GR",2019-07-15,"Pipiens","G",43,"SE",2019,28
"1421","FC-047",2019-07-15,"Tarsalis","L",29,"SE",2019,28
"1422","FC-039",2019-07-15,"Tarsalis","L",112,"SE",2019,28
"1423","FC-039",2019-07-15,"Pipiens","L",3,"SE",2019,28
"1424","FC-053",2019-07-15,"Pipiens","L",11,"SE",2019,28
"1425","FC-053",2019-07-15,"Tarsalis","L",314,"SE",2019,28
"1426","FC-046",2019-07-15,"Tarsalis","L",28,"SE",2019,28
"1427","FC-064",2019-07-15,"Tarsalis","L",90,"SE",2019,28
"1428","FC-031",2019-07-15,"Tarsalis","L",46,"SE",2019,28
"1429","FC-074",2019-07-15,"Pipiens","L",3,"SE",2019,28
"1430","FC-074",2019-07-15,"Tarsalis","L",47,"SE",2019,28
"1431","FC-050",2019-07-15,"Pipiens","L",7,"SE",2019,28
"1432","FC-050",2019-07-15,"Tarsalis","L",50,"SE",2019,28
"1433","FC-027",2019-07-15,"Tarsalis","L",40,"SE",2019,28
"1434","FC-004",2019-07-15,"Tarsalis","L",46,"SE",2019,28
"1435","FC-075GR",2019-07-15,"Pipiens","G",3,"SE",2019,28
"1436","FC-059",2019-07-15,"Tarsalis","L",31,"SE",2019,28
"1437","FC-049",2019-07-16,"Pipiens","L",2,"SW",2019,29
"1438","FC-060",2019-07-16,"Tarsalis","L",6,"NW",2019,29
"1439","FC-090GR",2019-07-16,"Pipiens","G",2,"NW",2019,29
"1440","FC-073",2019-07-16,"Pipiens","L",3,"NW",2019,29
"1441","FC-052",2019-07-16,"Tarsalis","L",4,"NW",2019,29
"1442","FC-061",2019-07-16,"Tarsalis","L",13,"NW",2019,29
"1443","FC-073",2019-07-16,"Tarsalis","L",11,"NW",2019,29
"1444","FC-063GR",2019-07-16,"Pipiens","G",9,"NW",2019,29
"1445","FC-041",2019-07-16,"Tarsalis","L",3,"NW",2019,29
"1446","FC-062",2019-07-17,"Tarsalis","L",6,"SW",2019,29
"1447","FC-054",2019-07-17,"Tarsalis","L",14,"SE",2019,29
"1448","FC-093",2019-07-17,"Tarsalis","L",30,"SW",2019,29
"1449","FC-029GR",2019-07-17,"Pipiens","G",57,"SE",2019,29
"1450","FC-001",2019-07-17,"Tarsalis","L",29,"SW",2019,29
"1451","FC-037",2019-07-17,"Tarsalis","L",25,"SW",2019,29
"1452","FC-089GR",2019-07-17,"Pipiens","G",6,"SW",2019,29
"1453","FC-057",2019-07-17,"Tarsalis","L",5,"SW",2019,29
"1454","FC-068",2019-07-17,"Tarsalis","L",6,"SW",2019,29
"1455","FC-029",2019-07-17,"Tarsalis","L",16,"SE",2019,29
"1456","FC-029",2019-07-17,"Pipiens","L",5,"SE",2019,29
"1457","FC-071",2019-07-17,"Tarsalis","L",9,"SW",2019,29
"1458","LV-069",2019-07-14,"Pipiens","L",3,"LV",2019,28
"1459","LV-095",2019-07-14,"Tarsalis","L",85,"LV",2019,28
"1460","LV-069",2019-07-14,"Tarsalis","L",59,"LV",2019,28
"1461","LV-110",2019-07-15,"Tarsalis","L",8,"LV",2019,28
"1462","LV-104",2019-07-15,"Tarsalis","L",43,"LV",2019,28
"1463","LV-020",2019-07-16,"Tarsalis","L",121,"LV",2019,29
"1464","LC-001",2019-07-16,"Pipiens","L",7,"BE",2019,29
"1465","LC-001",2019-07-16,"Tarsalis","L",63,"BE",2019,29
"1466","LC-053",2019-07-16,"Tarsalis","L",103,"BE",2019,29
"1467","LC-049",2019-07-16,"Tarsalis","L",24,"BE",2019,29
"1468","LC-054",2019-07-16,"Tarsalis","L",100,"BE",2019,29
"1469","LC-001",2019-07-23,"Pipiens","L",24,"BE",2019,30
"1470","LC-001",2019-07-23,"Tarsalis","L",89,"BE",2019,30
"1471","LC-049",2019-07-23,"Tarsalis","L",38,"BE",2019,30
"1472","LC-049",2019-07-23,"Pipiens","L",4,"BE",2019,30
"1473","LC-053",2019-07-23,"Tarsalis","L",82,"BE",2019,30
"1474","LC-054",2019-07-23,"Pipiens","L",5,"BE",2019,30
"1475","LC-054",2019-07-23,"Tarsalis","L",78,"BE",2019,30
"1476","FC-006",2019-07-21,"Tarsalis","L",37,"NE",2019,29
"1477","FC-006",2019-07-21,"Pipiens","L",15,"NE",2019,29
"1478","FC-014",2019-07-21,"Tarsalis","L",50,"NE",2019,29
"1479","FC-034",2019-07-21,"Tarsalis","L",92,"NE",2019,29
"1480","FC-036",2019-07-21,"Pipiens","L",6,"NW",2019,29
"1481","FC-036",2019-07-21,"Tarsalis","L",22,"NW",2019,29
"1482","FC-038",2019-07-21,"Tarsalis","L",54,"NE",2019,29
"1483","FC-040",2019-07-21,"Tarsalis","L",7,"NE",2019,29
"1484","FC-040GR",2019-07-21,"Pipiens","G",3,"NE",2019,29
"1485","FC-066",2019-07-21,"Pipiens","L",6,"NE",2019,29
"1486","FC-066",2019-07-21,"Tarsalis","L",13,"NE",2019,29
"1487","FC-067",2019-07-21,"Pipiens","L",3,"NE",2019,29
"1488","FC-067",2019-07-21,"Tarsalis","L",35,"NE",2019,29
"1489","FC-069",2019-07-21,"Tarsalis","L",30,"NE",2019,29
"1490","FC-072",2019-07-21,"Tarsalis","L",20,"NE",2019,29
"1491","FC-092GR",2019-07-21,"Pipiens","G",6,"NE",2019,29
"1492","FC-004",2019-07-22,"Tarsalis","L",5,"SE",2019,29
"1493","FC-019",2019-07-22,"Tarsalis","L",18,"NE",2019,29
"1494","FC-023",2019-07-22,"Tarsalis","L",30,"SE",2019,29
"1495","FC-027",2019-07-22,"Pipiens","L",11,"SE",2019,29
"1496","FC-027",2019-07-22,"Tarsalis","L",47,"SE",2019,29
"1497","FC-031",2019-07-22,"Pipiens","L",3,"SE",2019,29
"1498","FC-031",2019-07-22,"Tarsalis","L",37,"SE",2019,29
"1499","FC-039",2019-07-22,"Pipiens","L",5,"SE",2019,29
"1500","FC-039",2019-07-22,"Tarsalis","L",58,"SE",2019,29
"1501","FC-046",2019-07-22,"Pipiens","L",3,"SE",2019,29
"1502","FC-046",2019-07-22,"Tarsalis","L",26,"SE",2019,29
"1503","FC-047",2019-07-22,"Tarsalis","L",26,"SE",2019,29
"1504","FC-050",2019-07-22,"Tarsalis","L",69,"SE",2019,29
"1505","FC-050",2019-07-22,"Pipiens","L",22,"SE",2019,29
"1506","FC-053",2019-07-22,"Tarsalis","L",235,"SE",2019,29
"1507","FC-059",2019-07-22,"Tarsalis","L",8,"SE",2019,29
"1508","FC-064",2019-07-22,"Tarsalis","L",76,"SE",2019,29
"1509","FC-074",2019-07-22,"Tarsalis","L",141,"SE",2019,29
"1510","FC-075",2019-07-22,"Tarsalis","L",31,"SE",2019,29
"1511","FC-075GR",2019-07-22,"Pipiens","G",3,"SE",2019,29
"1512","FC-088GR",2019-07-22,"Pipiens","G",5,"SE",2019,29
"1513","FC-011",2019-07-23,"Tarsalis","L",15,"NW",2019,30
"1514","FC-011",2019-07-23,"Pipiens","L",13,"NW",2019,30
"1515","FC-015",2019-07-23,"Tarsalis","L",14,"NW",2019,30
"1516","FC-041",2019-07-23,"Pipiens","L",17,"NW",2019,30
"1517","FC-041",2019-07-23,"Tarsalis","L",65,"NW",2019,30
"1518","FC-049",2019-07-23,"Tarsalis","L",6,"SW",2019,30
"1519","FC-049",2019-07-23,"Pipiens","L",4,"SW",2019,30
"1520","FC-052",2019-07-23,"Tarsalis","L",5,"NW",2019,30
"1521","FC-058",2019-07-23,"Tarsalis","L",4,"SW",2019,30
"1522","FC-060",2019-07-23,"Tarsalis","L",39,"NW",2019,30
"1523","FC-060",2019-07-23,"Pipiens","L",32,"NW",2019,30
"1524","FC-061",2019-07-23,"Tarsalis","L",23,"NW",2019,30
"1525","FC-073",2019-07-23,"Tarsalis","L",15,"NW",2019,30
"1526","FC-090GR",2019-07-23,"Pipiens","G",34,"NW",2019,30
"1527","FC-001",2019-07-24,"Tarsalis","L",17,"SW",2019,30
"1528","FC-029",2019-07-24,"Tarsalis","L",62,"SE",2019,30
"1529","FC-029",2019-07-24,"Pipiens","L",4,"SE",2019,30
"1530","FC-029GR",2019-07-24,"Pipiens","G",25,"SE",2019,30
"1531","FC-037",2019-07-24,"Tarsalis","L",63,"SW",2019,30
"1532","FC-054",2019-07-24,"Tarsalis","L",32,"SE",2019,30
"1533","FC-057",2019-07-24,"Tarsalis","L",3,"SW",2019,30
"1534","FC-062",2019-07-24,"Tarsalis","L",9,"SW",2019,30
"1535","FC-068",2019-07-24,"Tarsalis","L",14,"SW",2019,30
"1536","FC-071",2019-07-24,"Tarsalis","L",4,"SW",2019,30
"1537","FC-089GR",2019-07-24,"Pipiens","G",24,"SW",2019,30
"1538","FC-093",2019-07-24,"Tarsalis","L",24,"SW",2019,30
