"trap_id","zone","zone2","trap_date","year","week","spp","spp0","method","trap_status","total"
"FC-088GR","SE","FC",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","G","culex",3
"FC-088GR","SE","FC",2024-08-06,2024,32,"Pipiens","Culex pipiens","G","culex",73
"LV-074","LV","LV",2024-08-06,2024,32,"non culex","Aedes dorsalis","L","culex",1
"LV-074","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",21
"LV-074","LV","LV",2024-08-06,2024,32,"non culex","Aedes vexans","L","culex",1
"LV-074","LV","LV",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","L","culex",25
"LV-074GR","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","G","culex",31
"LV-077","LV","LV",2024-08-06,2024,32,"non culex","Aedes vexans","L","culex",3
"LV-077","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",2
"LV-089","LV","LV",2024-08-06,2024,32,"non culex","Anopheles freeborni","L","culex",2
"LV-089","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",4
"LV-089","LV","LV",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","L","culex",38
"LV-089","LV","LV",2024-08-06,2024,32,"non culex","Aedes vexans","L","culex",11
"LV-100","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",1
"LV-104","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",5
"LV-104","LV","LV",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","L","culex",2
"LV-104","LV","LV",2024-08-06,2024,32,"non culex","Culiseta inornata","L","culex",1
"LV-110","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",4
"LV-110","LV","LV",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","L","culex",19
"LV-110","LV","LV",2024-08-06,2024,32,"non culex","Anopheles freeborni","L","culex",14
"LV-110","LV","LV",2024-08-06,2024,32,"non culex","Aedes vexans","L","culex",66
"LV-112","LV","LV",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","L","culex",4
"LV-112","LV","LV",2024-08-06,2024,32,"non culex","Coquillettidia perturbans","L","culex",1
"LV-113","LV","LV",2024-08-06,2024,32,"non culex","Aedes vexans","L","culex",74
"LV-113","LV","LV",2024-08-06,2024,32,"non culex","Aedes increpitus","L","culex",10
"LV-113","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",1
"LV-113","LV","LV",2024-08-06,2024,32,"non culex","Anopheles freeborni","L","culex",1
"LV-113","LV","LV",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","L","culex",12
"LV-118","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",12
"LV-118","LV","LV",2024-08-06,2024,32,"non culex","Anopheles freeborni","L","culex",3
"LV-118","LV","LV",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","L","culex",24
"LV-118","LV","LV",2024-08-06,2024,32,"non culex","Culiseta inornata","L","culex",2
"LV-118","LV","LV",2024-08-06,2024,32,"non culex","Aedes vexans","L","culex",55
"LV-124","LV","LV",2024-08-06,2024,32,"non culex","Aedes vexans","L","culex",1
"LV-124","LV","LV",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","L","culex",56
"LV-124","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",6
"LV-125","LV","LV",2024-08-06,2024,32,"non culex","Aedes vexans","L","culex",7
"LV-125","LV","LV",2024-08-06,2024,32,"Pipiens","Culex pipiens","L","culex",12
"LV-125","LV","LV",2024-08-06,2024,32,"non culex","Culiseta inornata","L","culex",18
"LV-125","LV","LV",2024-08-06,2024,32,"Tarsalis","Culex tarsalis","L","culex",69
"FC-006","NE","FC",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",1
"FC-006","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",1
"FC-006","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",3
"FC-006","NE","FC",2024-08-05,2024,32,"non culex","Culiseta inornata","L","culex",1
"FC-014","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",38
"FC-014","NE","FC",2024-08-05,2024,32,"non culex","Aedes dorsalis","L","culex",5
"FC-014","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",7
"FC-019","NE","FC",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",3
"FC-019","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",30
"FC-019","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",8
"FC-019","NE","FC",2024-08-05,2024,32,"non culex","Culiseta inornata","L","culex",1
"FC-034","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",12
"FC-034","NE","FC",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",4
"FC-034","NE","FC",2024-08-05,2024,32,"non culex","Anopheles freeborni","L","culex",12
"FC-034","NE","FC",2024-08-05,2024,32,"non culex","Aedes melanimon","L","culex",1
"FC-036","NW","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",58
"FC-036","NW","FC",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",35
"FC-036","NW","FC",2024-08-05,2024,32,"non culex","Culiseta inornata","L","culex",6
"FC-036","NW","FC",2024-08-05,2024,32,"non culex","Aedes dorsalis","L","culex",8
"FC-036","NW","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",61
"FC-036","NW","FC",2024-08-05,2024,32,"non culex","Aedes melanimon","L","culex",6
"FC-038","NE","FC",2024-08-05,2024,32,"non culex","Aedes dorsalis","L","culex",3
"FC-038","NE","FC",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",22
"FC-038","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",65
"FC-038","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",3
"FC-038","NE","FC",2024-08-05,2024,32,"non culex","Aedes melanimon","L","culex",5
"FC-038","NE","FC",2024-08-05,2024,32,"non culex","Culiseta inornata","L","culex",1
"FC-040","NE","FC",2024-08-05,2024,32,"non culex","Anopheles freeborni","L","culex",1
"FC-040","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",20
"FC-040","NE","FC",2024-08-05,2024,32,"non culex","Aedes dorsalis","L","culex",1
"FC-040","NE","FC",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",8
"FC-040","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",27
"FC-040GR","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","G","culex",21
"FC-040GR","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","G","culex",2
"FC-066","NE","FC",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",9
"FC-066","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",69
"FC-066","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",35
"FC-066","NE","FC",2024-08-05,2024,32,"non culex","Aedes dorsalis","L","culex",7
"FC-066","NE","FC",2024-08-05,2024,32,"non culex","Anopheles freeborni","L","culex",2
"FC-066GR","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","G","culex",7
"FC-066GR","NE","FC",2024-08-05,2024,32,"non culex","Anopheles freeborni","G","culex",2
"FC-067","NE","FC",2024-08-05,2024,32,"non culex","Aedes dorsalis","L","culex",1
"FC-067","NE","FC",2024-08-05,2024,32,"non culex","Aedes increpitus","L","culex",1
"FC-067","NE","FC",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",3
"FC-067","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",14
"FC-067","NE","FC",2024-08-05,2024,32,"non culex","Anopheles freeborni","L","culex",1
"FC-069","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",15
"FC-069","NE","FC",2024-08-05,2024,32,"non culex","Aedes dorsalis","L","culex",2
"FC-069","NE","FC",2024-08-05,2024,32,"non culex","Anopheles freeborni","L","culex",4
"FC-069","NE","FC",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",34
"FC-072","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",8
"FC-072","NE","FC",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",6
"FC-091GR","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","G","culex",14
"FC-092GR","NE","FC",2024-08-05,2024,32,"Pipiens","Culex pipiens","G","culex",18
"LV-004","LV","LV",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",3
"LV-004","LV","LV",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",9
"LV-004","LV","LV",2024-08-05,2024,32,"non culex","Anopheles freeborni","L","culex",2
"LV-004","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",63
"LV-066","LV","LV",2024-08-05,2024,32,"non culex","Culiseta inornata","L","culex",1
"LV-066","LV","LV",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",101
"LV-066","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",10
"LV-069","LV","LV",2024-08-05,2024,32,"non culex","Aedes dorsalis","L","culex",1
"LV-069","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",4
"LV-069","LV","LV",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",4
"LV-078","LV","LV",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",6
"LV-078","LV","LV",2024-08-05,2024,32,"non culex","Anopheles freeborni","L","culex",1
"LV-078","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",40
"LV-078","LV","LV",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",6
"LV-078","LV","LV",2024-08-05,2024,32,"non culex","Culiseta inornata","L","culex",1
"LV-079GR","LV","LV",2024-08-05,2024,32,"Pipiens","Culex pipiens","G","culex",63
"LV-079GR","LV","LV",2024-08-05,2024,32,"non culex","Anopheles freeborni","G","culex",1
"LV-080","LV","LV",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",1
"LV-080","LV","LV",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",112
"LV-080","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",20
"LV-088","LV","LV",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",1
"LV-088","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",43
"LV-088","LV","LV",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",13
"LV-093","LV","LV",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",3
"LV-093","LV","LV",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",10
"LV-093","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",10
"LV-095","LV","LV",2024-08-05,2024,32,"non culex","Aedes dorsalis","L","culex",4
"LV-095","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",19
"LV-095","LV","LV",2024-08-05,2024,32,"non culex","Culiseta inornata","L","culex",1
"LV-095","LV","LV",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",19
"LV-116","LV","LV",2024-08-05,2024,32,"non culex","Anopheles freeborni","L","culex",1
"LV-116","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",3
"LV-116","LV","LV",2024-08-05,2024,32,"Pipiens","Culex pipiens","L","culex",2
"LV-116","LV","LV",2024-08-05,2024,32,"non culex","Aedes vexans","L","culex",27
"LV-117","LV","LV",2024-08-05,2024,32,"Tarsalis","Culex tarsalis","L","culex",1
"FC-001","SW","FC",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",9
"FC-001","SW","FC",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",2
"FC-001","SW","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",2
"FC-001","SW","FC",2024-08-01,2024,31,"non culex","Aedes dorsalis","L","culex",1
"FC-029","SE","FC",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",1
"FC-029","SE","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",2
"FC-029","SE","FC",2024-08-01,2024,31,"non culex","Aedes dorsalis","L","culex",1
"FC-029","SE","FC",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",10
"FC-029GR","SE","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","G","culex",50
"FC-037","SW","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",3
"FC-037","SW","FC",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",32
"FC-037","SW","FC",2024-08-01,2024,31,"non culex","Culiseta inornata","L","culex",1
"FC-037","SW","FC",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",8
"FC-037","SW","FC",2024-08-01,2024,31,"non culex","Aedes trivittatus","L","culex",1
"FC-054","SE","FC",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",9
"FC-054","SE","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",1
"FC-054","SE","FC",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",5
"FC-054","SE","FC",2024-08-01,2024,31,"non culex","Culiseta inornata","L","culex",1
"FC-057","SW","FC",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",1
"FC-057","SW","FC",2024-08-01,2024,31,"non culex","Culiseta inornata","L","culex",1
"FC-062","SW","FC",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",3
"FC-062","SW","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",10
"FC-068","SW","FC",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",5
"FC-068","SW","FC",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",1
"FC-068","SW","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",1
"FC-071","SW","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",3
"FC-071","SW","FC",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",2
"FC-071","SW","FC",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",2
"FC-089GR","SW","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","G","culex",44
"FC-093","SW","FC",2024-08-01,2024,31,"non culex","Culiseta inornata","L","culex",1
"FC-093","SW","FC",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",5
"FC-093","SW","FC",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",16
"FC-093","SW","FC",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",10
"LV-010GR","LV","LV",2024-08-01,2024,31,"Pipiens","Culex pipiens","G","culex",20
"LV-014","LV","LV",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",5
"LV-014","LV","LV",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",3
"LV-014","LV","LV",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",4
"LV-014","LV","LV",2024-08-01,2024,31,"non culex","Anopheles freeborni","L","culex",1
"LV-097","LV","LV",2024-08-01,2024,31,"non culex","Anopheles freeborni","L","culex",52
"LV-097","LV","LV",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",8
"LV-097","LV","LV",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",15
"LV-097","LV","LV",2024-08-01,2024,31,"non culex","Culiseta inornata","L","culex",1
"LV-098","LV","LV",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",13
"LV-098","LV","LV",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",42
"LV-098","LV","LV",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",9
"LV-099","LV","LV",2024-08-01,2024,31,"non culex","Aedes vexans","L","no culex",1
"LV-102","LV","LV",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",28
"LV-102","LV","LV",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",36
"LV-102","LV","LV",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",39
"LV-105","LV","LV",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",2
"LV-105","LV","LV",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",1
"LV-121","LV","LV",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",18
"LV-121","LV","LV",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",1
"LV-121","LV","LV",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",6
"LV-122","LV","LV",2024-08-01,2024,31,"Pipiens","Culex pipiens","L","culex",6
"LV-122","LV","LV",2024-08-01,2024,31,"Tarsalis","Culex tarsalis","L","culex",4
"LV-122","LV","LV",2024-08-01,2024,31,"non culex","Aedes vexans","L","culex",14
"FC-011","NW","FC",2024-07-31,2024,31,"non culex","Culiseta inornata","L","culex",4
"FC-011","NW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",10
"FC-011","NW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",30
"FC-011","NW","FC",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",3
"FC-015","NW","FC",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",2
"FC-015","NW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",8
"FC-015","NW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",7
"FC-041","NW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","L","no culex",2
"FC-049","SW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",11
"FC-049","SW","FC",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",7
"FC-049","SW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",6
"FC-052","NW","FC",2024-07-31,2024,31,"non culex","Aedes melanimon","L","culex",1
"FC-052","NW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",36
"FC-052","NW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",5
"FC-052","NW","FC",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",1
"FC-058","SW","FC",2024-07-31,2024,31,"non culex","Culiseta inornata","L","culex",1
"FC-058","SW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",17
"FC-058","SW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",6
"FC-060","NW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",5
"FC-061","NW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",42
"FC-061","NW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",37
"FC-061","NW","FC",2024-07-31,2024,31,"non culex","Culiseta inornata","L","culex",2
"FC-061","NW","FC",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",6
"FC-063","NW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",45
"FC-063","NW","FC",2024-07-31,2024,31,"non culex","Aedes dorsalis","L","culex",21
"FC-063","NW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",1
"FC-063","NW","FC",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",1
"FC-063GR","NW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","G","culex",12
"FC-063GR","NW","FC",2024-07-31,2024,31,"Pipiens","Culex pipiens","G","culex",42
"FC-063GR","NW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","G","culex",1
"FC-063GR","NW","FC",2024-07-31,2024,31,"non culex","Aedes increpitus","G","culex",3
"FC-073","NW","FC",2024-07-31,2024,31,"non culex","Aedes dorsalis","L","culex",1
"FC-073","NW","FC",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",8
"FC-073","NW","FC",2024-07-31,2024,31,"non culex","Aedes melanimon","L","culex",1
"FC-073","NW","FC",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",10
"FC-073","NW","FC",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",6
"FC-073","NW","FC",2024-07-31,2024,31,"non culex","Aedes hendersoni","L","culex",1
"FC-090GR","NW","FC",2024-07-31,2024,31,"Pipiens","Culex pipiens","G","culex",148
"LC-001","BE","BE",2024-07-31,2024,31,"non culex","Aedes melanimon","L","culex",7
"LC-001","BE","BE",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",147
"LC-001","BE","BE",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",8
"LC-001","BE","BE",2024-07-31,2024,31,"non culex","Aedes dorsalis","L","culex",26
"LC-001","BE","BE",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",84
"LC-001","BE","BE",2024-07-31,2024,31,"non culex","Aedes trivittatus","L","culex",37
"LC-049","BE","BE",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",67
"LC-049","BE","BE",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",17
"LC-049","BE","BE",2024-07-31,2024,31,"non culex","Aedes melanimon","L","culex",10
"LC-049","BE","BE",2024-07-31,2024,31,"non culex","Aedes dorsalis","L","culex",28
"LC-053","BE","BE",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",8
"LC-053","BE","BE",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",42
"LC-053","BE","BE",2024-07-31,2024,31,"non culex","Anopheles freeborni","L","culex",4
"LC-053","BE","BE",2024-07-31,2024,31,"non culex","Aedes dorsalis","L","culex",1
"LC-054","BE","BE",2024-07-31,2024,31,"non culex","Anopheles freeborni","L","culex",1
"LC-054","BE","BE",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",3
"LC-054","BE","BE",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",7
"LC-054","BE","BE",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",56
"LV-019","LV","LV",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",6
"LV-019","LV","LV",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",11
"LV-020","LV","LV",2024-07-31,2024,31,"non culex","Aedes melanimon","L","culex",1
"LV-020","LV","LV",2024-07-31,2024,31,"non culex","Anopheles freeborni","L","culex",55
"LV-020","LV","LV",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",109
"LV-020","LV","LV",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",1
"LV-020","LV","LV",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",49
"LV-021","LV","LV",2024-07-31,2024,31,"none","No Mosquitoes","L","no mosquitoes",0
"LV-042","LV","LV",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",5
"LV-042","LV","LV",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",23
"LV-042","LV","LV",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",9
"LV-067","LV","LV",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",4
"LV-087","LV","LV",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",1
"LV-087","LV","LV",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",31
"LV-087","LV","LV",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",3
"LV-087","LV","LV",2024-07-31,2024,31,"non culex","Aedes trivittatus","L","culex",1
"LV-114","LV","LV",2024-07-31,2024,31,"non culex","Aedes dorsalis","L","culex",1
"LV-114","LV","LV",2024-07-31,2024,31,"non culex","Aedes melanimon","L","culex",2
"LV-114","LV","LV",2024-07-31,2024,31,"non culex","Anopheles freeborni","L","culex",11
"LV-114","LV","LV",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",37
"LV-114","LV","LV",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",1
"LV-114","LV","LV",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",19
"LV-120","LV","LV",2024-07-31,2024,31,"Pipiens","Culex pipiens","L","culex",1
"LV-120","LV","LV",2024-07-31,2024,31,"non culex","Anopheles freeborni","L","culex",4
"LV-120","LV","LV",2024-07-31,2024,31,"non culex","Aedes melanimon","L","culex",2
"LV-120","LV","LV",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",33
"LV-120","LV","LV",2024-07-31,2024,31,"non culex","Aedes dorsalis","L","culex",4
"LV-120","LV","LV",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",30
"WC-055","BE","BE",2024-07-31,2024,31,"non culex","Aedes melanimon","L","culex",90
"WC-055","BE","BE",2024-07-31,2024,31,"Tarsalis","Culex tarsalis","L","culex",11
"WC-055","BE","BE",2024-07-31,2024,31,"non culex","Aedes vexans","L","culex",3
"WC-055","BE","BE",2024-07-31,2024,31,"non culex","Aedes dorsalis","L","culex",7
"FC-004","SE","FC",2024-07-30,2024,31,"Tarsalis","Culex tarsalis","L","culex",43
"FC-004","SE","FC",2024-07-30,2024,31,"Pipiens","Culex pipiens","L","culex",13
"FC-023","SE","FC",2024-07-30,2024,31,"non culex","Aedes dorsalis","L","culex",3
"FC-023","SE","FC",2024-07-30,2024,31,"Tarsalis","Culex tarsalis","L","culex",16
"FC-023","SE","FC",2024-07-30,2024,31,"Pipiens","Culex pipiens","L","culex",5
"FC-027","SE","FC",2024-07-30,2024,31,"Pipiens","Culex pipiens","L","culex",6
"FC-027","SE","FC",2024-07-30,2024,31,"Tarsalis","Culex tarsalis","L","culex",3
"FC-027","SE","FC",2024-07-30,2024,31,"non culex","Aedes vexans","L","culex",3
"FC-031","SE","FC",2024-07-30,2024,31,"non culex","Aedes vexans","L","culex",6
"FC-031","SE","FC",2024-07-30,2024,31,"Pipiens","Culex pipiens","L","culex",7
"FC-031","SE","FC",2024-07-30,2024,31,"non culex","Aedes dorsalis","L","culex",3
"FC-031","SE","FC",2024-07-30,2024,31,"non culex","Culiseta inornata","L","culex",2
"FC-031","SE","FC",2024-07-30,2024,31,"Tarsalis","Culex tarsalis","L","culex",190
"FC-039","SE","FC",2024-07-30,2024,31,"non culex","Aedes dorsalis","L","culex",4
"FC-039","SE","FC",2024-07-30,2024,31,"Tarsalis","Culex tarsalis","L","culex",21
"FC-039","SE","FC",2024-07-30,2024,31,"non culex","Aedes vexans","L","culex",1
"FC-039","SE","FC",2024-07-30,2024,31,"non culex","Culiseta inornata","L","culex",3
"FC-046","SE","FC",2024-07-30,2024,31,"non culex","Culiseta inornata","L","culex",1
"FC-046","SE","FC",2024-07-30,2024,31,"Tarsalis","Culex tarsalis","L","culex",20
"FC-046","SE","FC",2024-07-30,2024,31,"non culex","Aedes dorsalis","L","culex",1
"FC-046","SE","FC",2024-07-30,2024,31,"non culex","Aedes vexans","L","culex",8
"FC-046","SE","FC",2024-07-30,2024,31,"Pipiens","Culex pipiens","L","culex",6
"FC-047","SE","FC",2024-07-30,2024,31,"non culex","Aedes vexans","L","culex",3
"FC-047","SE","FC",2024-07-30,2024,31,"Tarsalis","Culex tarsalis","L","culex",52
"FC-047","SE","FC",2024-07-30,2024,31,"Pipiens","Culex pipiens","L","culex",4
"FC-047","SE","FC",2024-07-30,2024,31,"non culex","Culiseta inornata","L","culex",1
"FC-050","SE","FC",2024-07-30,2024,31,"Pipiens","Culex pipiens","L","culex",19
"FC-050","SE","FC",2024-07-30,2024,31,"non culex","Aedes melanimon","L","culex",1
