"","trap_id","trap_date","year","week","zone","spp","method","total"
"2222","FC-004",2019-08-19,2019,33,"SE","Pipiens","L",22
"2223","FC-023",2019-08-19,2019,33,"SE","Tarsalis","L",23
"2224","FC-027",2019-08-19,2019,33,"SE","Tarsalis","L",44
"2225","FC-027",2019-08-19,2019,33,"SE","Pipiens","L",38
"2226","FC-031",2019-08-19,2019,33,"SE","Tarsalis","L",17
"2227","FC-039",2019-08-19,2019,33,"SE","Tarsalis","L",1
"2228","FC-046",2019-08-19,2019,33,"SE","Tarsalis","L",11
"2229","FC-046",2019-08-19,2019,33,"SE","Pipiens","L",12
"2230","FC-047",2019-08-19,2019,33,"SE","Tarsalis","L",13
"2231","FC-050",2019-08-19,2019,33,"SE","Pipiens","L",29
"2232","FC-050",2019-08-19,2019,33,"SE","Tarsalis","L",44
"2233","FC-053",2019-08-19,2019,33,"SE","Pipiens","L",2
"2234","FC-053",2019-08-19,2019,33,"SE","Tarsalis","L",72
"2235","FC-059",2019-08-19,2019,33,"SE","Tarsalis","L",15
"2236","FC-064",2019-08-19,2019,33,"SE","Tarsalis","L",33
"2237","FC-074",2019-08-19,2019,33,"SE","Pipiens","L",3
"2238","FC-074",2019-08-19,2019,33,"SE","Tarsalis","L",37
"2239","FC-075",2019-08-19,2019,33,"SE","Tarsalis","L",7
"2240","FC-075",2019-08-19,2019,33,"SE","Pipiens","L",1
"2241","FC-011",2019-08-20,2019,34,"NW","Pipiens","L",7
"2242","FC-011",2019-08-20,2019,34,"NW","Tarsalis","L",3
"2243","FC-015",2019-08-20,2019,34,"NW","Tarsalis","L",21
"2244","FC-015",2019-08-20,2019,34,"NW","Pipiens","L",4
"2245","FC-041",2019-08-20,2019,34,"NW","Pipiens","L",24
"2246","FC-041",2019-08-20,2019,34,"NW","Tarsalis","L",50
"2247","FC-049",2019-08-20,2019,34,"SW","Tarsalis","L",13
"2248","FC-052",2019-08-20,2019,34,"NW","Tarsalis","L",10
"2249","FC-058",2019-08-20,2019,34,"SW","Tarsalis","L",18
"2250","FC-060",2019-08-20,2019,34,"NW","Tarsalis","L",15
"2251","FC-060",2019-08-20,2019,34,"NW","Pipiens","L",11
"2252","FC-061",2019-08-20,2019,34,"NW","Tarsalis","L",61
"2253","FC-061",2019-08-20,2019,34,"NW","Pipiens","L",7
"2254","FC-063",2019-08-20,2019,34,"NW","Tarsalis","L",6
"2255","FC-073",2019-08-20,2019,34,"NW","Pipiens","L",3
"2256","FC-073",2019-08-20,2019,34,"NW","Tarsalis","L",19
"2257","FC-001",2019-08-21,2019,34,"SW","Tarsalis","L",3
"2258","FC-029",2019-08-21,2019,34,"SE","Tarsalis","L",50
"2259","FC-029",2019-08-21,2019,34,"SE","Pipiens","L",4
"2260","FC-037",2019-08-21,2019,34,"SW","Tarsalis","L",36
"2261","FC-054",2019-08-21,2019,34,"SE","Tarsalis","L",10
"2262","FC-057",2019-08-21,2019,34,"SW","Tarsalis","L",9
"2263","FC-062",2019-08-21,2019,34,"SW","Tarsalis","L",21
"2264","FC-068",2019-08-21,2019,34,"SW","Tarsalis","L",19
"2265","FC-071",2019-08-21,2019,34,"SW","Tarsalis","L",4
"2266","FC-093",2019-08-21,2019,34,"SW","Tarsalis","L",8
"2267","LV-069",2019-08-18,2019,33,"LV","Pipiens","L",2
"2268","LV-069",2019-08-18,2019,33,"LV","Tarsalis","L",36
"2269","LV-078",2019-08-18,2019,33,"LV","Pipiens","L",7
"2270","LV-078",2019-08-18,2019,33,"LV","Tarsalis","L",18
"2271","LV-095",2019-08-18,2019,33,"LV","Pipiens","L",13
"2272","LV-095",2019-08-18,2019,33,"LV","Tarsalis","L",43
"2273","LV-116",2019-08-18,2019,33,"LV","Tarsalis","L",5
"2274","LV-116",2019-08-18,2019,33,"LV","Pipiens","L",11
"2275","LV-117",2019-08-18,2019,33,"LV","Pipiens","L",9
"2276","LV-117",2019-08-18,2019,33,"LV","Tarsalis","L",8
"2277","LV-074",2019-08-19,2019,33,"LV","Pipiens","L",32
"2278","LV-074",2019-08-19,2019,33,"LV","Tarsalis","L",57
"2279","LV-089",2019-08-19,2019,33,"LV","Tarsalis","L",21
"2280","LV-089",2019-08-19,2019,33,"LV","Pipiens","L",4
"2281","LV-100",2019-08-19,2019,33,"LV","Pipiens","L",3
"2282","LV-100",2019-08-19,2019,33,"LV","Tarsalis","L",28
"2283","LV-104",2019-08-19,2019,33,"LV","Pipiens","L",7
"2284","LV-104",2019-08-19,2019,33,"LV","Tarsalis","L",94
"2285","LV-110",2019-08-19,2019,33,"LV","Tarsalis","L",12
"2286","LV-112",2019-08-19,2019,33,"LV","Pipiens","L",6
"2287","LV-112",2019-08-19,2019,33,"LV","Tarsalis","L",18
"2288","LV-113",2019-08-19,2019,33,"LV","Pipiens","L",2
"2289","LV-113",2019-08-19,2019,33,"LV","Tarsalis","L",20
"2290","LV-118",2019-08-19,2019,33,"LV","Pipiens","L",36
"2291","LV-118",2019-08-19,2019,33,"LV","Tarsalis","L",76
"2292","LV-124",2019-08-19,2019,33,"LV","Pipiens","L",8
"2293","LV-124",2019-08-19,2019,33,"LV","Tarsalis","L",40
"2294","LV-125",2019-08-19,2019,33,"LV","Tarsalis","L",100
"2295","LV-125",2019-08-19,2019,33,"LV","Pipiens","L",304
"2296","LV-020",2019-08-20,2019,34,"LV","Pipiens","L",19
"2297","LV-020",2019-08-20,2019,34,"LV","Tarsalis","L",43
"2298","LV-087",2019-08-20,2019,34,"LV","Tarsalis","L",22
"2299","LV-087",2019-08-20,2019,34,"LV","Pipiens","L",7
"2300","LV-114",2019-08-20,2019,34,"LV","Tarsalis","L",26
"2301","LV-114",2019-08-20,2019,34,"LV","Pipiens","L",10
"2302","LV-120",2019-08-20,2019,34,"LV","Tarsalis","L",12
"2303","LV-120",2019-08-20,2019,34,"LV","Pipiens","L",4
"2304","LV-099",2019-08-21,2019,34,"LV","Tarsalis","L",7
"2305","LV-099",2019-08-21,2019,34,"LV","Pipiens","L",1
"2306","LV-102",2019-08-21,2019,34,"LV","Tarsalis","L",16
"2307","LV-102",2019-08-21,2019,34,"LV","Pipiens","L",2
"2308","LV-105",2019-08-21,2019,34,"LV","Pipiens","L",1
"2309","LV-105",2019-08-21,2019,34,"LV","Tarsalis","L",37
"2310","LV-121",2019-08-21,2019,34,"LV","Tarsalis","L",7
"2311","LV-122",2019-08-21,2019,34,"LV","Tarsalis","L",4
"2312","LC-001",2019-08-27,2019,35,"BE","Tarsalis","L",33
"2313","LC-001",2019-08-27,2019,35,"BE","Pipiens","L",10
"2314","LC-049",2019-08-27,2019,35,"BE","Tarsalis","L",12
"2315","LC-053",2019-08-27,2019,35,"BE","Tarsalis","L",11
"2316","LC-054",2019-08-27,2019,35,"BE","Tarsalis","L",11
"2317","LC-055",2019-08-27,2019,35,"BE","Pipiens","L",3
"2318","LC-055",2019-08-27,2019,35,"BE","Tarsalis","L",10
"2319","FC-006",2019-08-25,2019,34,"NE","Pipiens","L",12
"2320","FC-006",2019-08-25,2019,34,"NE","Tarsalis","L",17
"2321","FC-014",2019-08-25,2019,34,"NE","Tarsalis","L",18
"2322","FC-014",2019-08-25,2019,34,"NE","Pipiens","L",3
"2323","FC-019",2019-08-25,2019,34,"NE","Pipiens","L",66
"2324","FC-019",2019-08-25,2019,34,"NE","Tarsalis","L",28
"2325","FC-034",2019-08-25,2019,34,"NE","Pipiens","L",4
"2326","FC-034",2019-08-25,2019,34,"NE","Tarsalis","L",87
"2327","FC-036",2019-08-25,2019,34,"NW","Tarsalis","L",24
"2328","FC-036",2019-08-25,2019,34,"NW","Pipiens","L",5
"2329","FC-038",2019-08-25,2019,34,"NE","Tarsalis","L",111
"2330","FC-038",2019-08-25,2019,34,"NE","Pipiens","L",9
"2331","FC-040",2019-08-25,2019,34,"NE","Tarsalis","L",62
"2332","FC-040",2019-08-25,2019,34,"NE","Pipiens","L",14
"2333","FC-066",2019-08-25,2019,34,"NE","Pipiens","L",5
"2334","FC-066",2019-08-25,2019,34,"NE","Tarsalis","L",4
"2335","FC-067",2019-08-25,2019,34,"NE","Tarsalis","L",11
"2336","FC-069",2019-08-25,2019,34,"NE","Tarsalis","L",114
"2337","FC-069",2019-08-25,2019,34,"NE","Pipiens","L",16
"2338","FC-072",2019-08-25,2019,34,"NE","Tarsalis","L",50
"2339","FC-004",2019-08-26,2019,34,"SE","Tarsalis","L",30
"2340","FC-004",2019-08-26,2019,34,"SE","Pipiens","L",5
"2341","FC-023",2019-08-26,2019,34,"SE","Pipiens","L",7
"2342","FC-023",2019-08-26,2019,34,"SE","Tarsalis","L",34
"2343","FC-027",2019-08-26,2019,34,"SE","Pipiens","L",54
"2344","FC-027",2019-08-26,2019,34,"SE","Tarsalis","L",38
"2345","FC-031",2019-08-26,2019,34,"SE","Tarsalis","L",18
"2346","FC-031",2019-08-26,2019,34,"SE","Pipiens","L",6
"2347","FC-039",2019-08-26,2019,34,"SE","Tarsalis","L",18
"2348","FC-039",2019-08-26,2019,34,"SE","Pipiens","L",5
"2349","FC-046",2019-08-26,2019,34,"SE","Pipiens","L",6
"2350","FC-046",2019-08-26,2019,34,"SE","Tarsalis","L",11
"2351","FC-047",2019-08-26,2019,34,"SE","Tarsalis","L",4
"2352","FC-050",2019-08-26,2019,34,"SE","Pipiens","L",50
"2353","FC-050",2019-08-26,2019,34,"SE","Tarsalis","L",25
"2354","FC-053",2019-08-26,2019,34,"SE","Tarsalis","L",65
"2355","FC-053",2019-08-26,2019,34,"SE","Pipiens","L",7
"2356","FC-059",2019-08-26,2019,34,"SE","Pipiens","L",7
"2357","FC-059",2019-08-26,2019,34,"SE","Tarsalis","L",8
"2358","FC-064",2019-08-26,2019,34,"SE","Tarsalis","L",28
"2359","FC-074",2019-08-26,2019,34,"SE","Pipiens","L",8
"2360","FC-074",2019-08-26,2019,34,"SE","Tarsalis","L",66
"2361","FC-075",2019-08-26,2019,34,"SE","Pipiens","L",3
"2362","FC-075",2019-08-26,2019,34,"SE","Tarsalis","L",10
"2363","FC-011",2019-08-27,2019,35,"NW","Pipiens","L",7
"2364","FC-011",2019-08-27,2019,35,"NW","Tarsalis","L",17
"2365","FC-015",2019-08-27,2019,35,"NW","Pipiens","L",4
"2366","FC-015",2019-08-27,2019,35,"NW","Tarsalis","L",16
"2367","FC-041",2019-08-27,2019,35,"NW","Tarsalis","L",25
"2368","FC-041",2019-08-27,2019,35,"NW","Pipiens","L",8
"2369","FC-049",2019-08-27,2019,35,"SW","Pipiens","L",4
"2370","FC-049",2019-08-27,2019,35,"SW","Tarsalis","L",14
"2371","FC-052",2019-08-27,2019,35,"NW","Tarsalis","L",3
"2372","FC-058",2019-08-27,2019,35,"SW","Pipiens","L",4
"2373","FC-058",2019-08-27,2019,35,"SW","Tarsalis","L",8
"2374","FC-060",2019-08-27,2019,35,"NW","Pipiens","L",5
"2375","FC-061",2019-08-27,2019,35,"NW","Tarsalis","L",25
"2376","FC-061",2019-08-27,2019,35,"NW","Pipiens","L",11
"2377","FC-073",2019-08-27,2019,35,"NW","Tarsalis","L",12
"2378","FC-001",2019-08-28,2019,35,"SW","Tarsalis","L",19
"2379","FC-029",2019-08-28,2019,35,"SE","Tarsalis","L",6
"2380","FC-037",2019-08-28,2019,35,"SW","Tarsalis","L",122
"2381","FC-037",2019-08-28,2019,35,"SW","Pipiens","L",4
"2382","FC-057",2019-08-28,2019,35,"SW","Tarsalis","L",18
"2383","FC-062",2019-08-28,2019,35,"SW","Tarsalis","L",18
"2384","FC-062",2019-08-28,2019,35,"SW","Pipiens","L",3
"2385","FC-068",2019-08-28,2019,35,"SW","Tarsalis","L",7
"2386","FC-068",2019-08-28,2019,35,"SW","Pipiens","L",6
"2387","FC-071",2019-08-28,2019,35,"SW","Tarsalis","L",6
"2388","FC-093",2019-08-28,2019,35,"SW","Tarsalis","L",28
"2389","LV-069",2019-08-25,2019,34,"LV","Tarsalis","L",21
"2390","LV-078",2019-08-25,2019,34,"LV","Tarsalis","L",12
"2391","LV-078",2019-08-25,2019,34,"LV","Pipiens","L",3
"2392","LV-095",2019-08-25,2019,34,"LV","Tarsalis","L",14
"2393","LV-116",2019-08-25,2019,34,"LV","Tarsalis","L",14
"2394","LV-116",2019-08-25,2019,34,"LV","Pipiens","L",6
"2395","LV-117",2019-08-25,2019,34,"LV","Tarsalis","L",35
"2396","LV-117",2019-08-25,2019,34,"LV","Pipiens","L",6
"2397","LV-074",2019-08-26,2019,34,"LV","Pipiens","L",19
"2398","LV-074",2019-08-26,2019,34,"LV","Tarsalis","L",48
"2399","LV-089",2019-08-26,2019,34,"LV","Pipiens","L",11
"2400","LV-089",2019-08-26,2019,34,"LV","Tarsalis","L",15
"2401","LV-100",2019-08-26,2019,34,"LV","Pipiens","L",4
"2402","LV-100",2019-08-26,2019,34,"LV","Tarsalis","L",11
"2403","LV-104",2019-08-26,2019,34,"LV","Tarsalis","L",4
"2404","LV-110",2019-08-26,2019,34,"LV","Tarsalis","L",5
"2405","LV-112",2019-08-26,2019,34,"LV","Pipiens","L",1
"2406","LV-112",2019-08-26,2019,34,"LV","Tarsalis","L",12
"2407","LV-113",2019-08-26,2019,34,"LV","Tarsalis","L",6
"2408","LV-113",2019-08-26,2019,34,"LV","Pipiens","L",1
"2409","LV-118",2019-08-26,2019,34,"LV","Pipiens","L",6
"2410","LV-118",2019-08-26,2019,34,"LV","Tarsalis","L",23
"2411","LV-124",2019-08-26,2019,34,"LV","Pipiens","L",3
"2412","LV-124",2019-08-26,2019,34,"LV","Tarsalis","L",22
"2413","LV-125",2019-08-26,2019,34,"LV","Pipiens","L",152
"2414","LV-125",2019-08-26,2019,34,"LV","Tarsalis","L",88
"2415","LV-020",2019-08-27,2019,35,"LV","Tarsalis","L",35
"2416","LV-020",2019-08-27,2019,35,"LV","Pipiens","L",5
"2417","LV-087",2019-08-27,2019,35,"LV","Tarsalis","L",10
"2418","LV-087",2019-08-27,2019,35,"LV","Pipiens","L",1
"2419","LV-114",2019-08-27,2019,35,"LV","Pipiens","L",12
"2420","LV-114",2019-08-27,2019,35,"LV","Tarsalis","L",13
"2421","LV-120",2019-08-27,2019,35,"LV","Pipiens","L",5
"2422","LV-120",2019-08-27,2019,35,"LV","Tarsalis","L",8
"2423","LV-099",2019-08-28,2019,35,"LV","Tarsalis","L",5
"2424","LV-102",2019-08-28,2019,35,"LV","Tarsalis","L",11
"2425","LV-102",2019-08-28,2019,35,"LV","Pipiens","L",7
"2426","LV-105",2019-08-28,2019,35,"LV","Tarsalis","L",37
"2427","LV-105",2019-08-28,2019,35,"LV","Pipiens","L",5
"2428","LV-121",2019-08-28,2019,35,"LV","Pipiens","L",3
"2429","LV-121",2019-08-28,2019,35,"LV","Tarsalis","L",43
"2430","LV-122",2019-08-28,2019,35,"LV","Tarsalis","L",15
"2431","LV-122",2019-08-28,2019,35,"LV","Pipiens","L",4
"2432","FC-006",2019-09-01,2019,35,"NE","Tarsalis","L",12
"2433","FC-006",2019-09-01,2019,35,"NE","Pipiens","L",12
"2434","FC-014",2019-09-01,2019,35,"NE","Tarsalis","L",41
"2435","FC-014",2019-09-01,2019,35,"NE","Pipiens","L",36
"2436","FC-019",2019-09-01,2019,35,"NE","Tarsalis","L",7
"2437","FC-019",2019-09-01,2019,35,"NE","Pipiens","L",8
"2438","FC-034",2019-09-01,2019,35,"NE","Tarsalis","L",22
"2439","FC-036",2019-09-01,2019,35,"NW","Tarsalis","L",32
"2440","FC-038",2019-09-01,2019,35,"NE","Tarsalis","L",29
"2441","FC-038",2019-09-01,2019,35,"NE","Pipiens","L",10
"2442","FC-040",2019-09-01,2019,35,"NE","Pipiens","L",22
"2443","FC-040",2019-09-01,2019,35,"NE","Tarsalis","L",48
"2444","FC-066",2019-09-01,2019,35,"NE","Tarsalis","L",26
"2445","FC-066",2019-09-01,2019,35,"NE","Pipiens","L",79
"2446","FC-067",2019-09-01,2019,35,"NE","Pipiens","L",8
"2447","FC-067",2019-09-01,2019,35,"NE","Tarsalis","L",56
"2448","FC-069",2019-09-01,2019,35,"NE","Pipiens","L",3
"2449","FC-069",2019-09-01,2019,35,"NE","Tarsalis","L",39
"2450","FC-072",2019-09-01,2019,35,"NE","Tarsalis","L",29
"2451","FC-072",2019-09-01,2019,35,"NE","Pipiens","L",9
"2452","FC-004",2019-09-02,2019,35,"SE","Tarsalis","L",36
"2453","FC-004",2019-09-02,2019,35,"SE","Pipiens","L",10
"2454","FC-023",2019-09-02,2019,35,"SE","Tarsalis","L",25
"2455","FC-027",2019-09-02,2019,35,"SE","Pipiens","L",20
"2456","FC-027",2019-09-02,2019,35,"SE","Tarsalis","L",22
"2457","FC-031",2019-09-02,2019,35,"SE","Tarsalis","L",41
"2458","FC-031",2019-09-02,2019,35,"SE","Pipiens","L",7
"2459","FC-039",2019-09-02,2019,35,"SE","Pipiens","L",3
"2460","FC-039",2019-09-02,2019,35,"SE","Tarsalis","L",21
"2461","FC-046",2019-09-02,2019,35,"SE","Pipiens","L",4
"2462","FC-046",2019-09-02,2019,35,"SE","Tarsalis","L",37
"2463","FC-047",2019-09-02,2019,35,"SE","Tarsalis","L",14
"2464","FC-050",2019-09-02,2019,35,"SE","Tarsalis","L",18
"2465","FC-050",2019-09-02,2019,35,"SE","Pipiens","L",19
"2466","FC-053",2019-09-02,2019,35,"SE","Pipiens","L",6
"2467","FC-053",2019-09-02,2019,35,"SE","Tarsalis","L",64
"2468","FC-059",2019-09-02,2019,35,"SE","Tarsalis","L",8
"2469","FC-064",2019-09-02,2019,35,"SE","Tarsalis","L",16
"2470","FC-074",2019-09-02,2019,35,"SE","Tarsalis","L",34
"2471","FC-075",2019-09-02,2019,35,"SE","Tarsalis","L",5
"2472","FC-075",2019-09-02,2019,35,"SE","Pipiens","L",10
"2473","FC-011",2019-09-03,2019,36,"NW","Pipiens","L",12
"2474","FC-011",2019-09-03,2019,36,"NW","Tarsalis","L",25
"2475","FC-015",2019-09-03,2019,36,"NW","Tarsalis","L",20
"2476","FC-041",2019-09-03,2019,36,"NW","Tarsalis","L",50
"2477","FC-041",2019-09-03,2019,36,"NW","Pipiens","L",20
"2478","FC-049",2019-09-03,2019,36,"SW","Pipiens","L",9
"2479","FC-049",2019-09-03,2019,36,"SW","Tarsalis","L",17
"2480","FC-052",2019-09-03,2019,36,"NW","Tarsalis","L",8
"2481","FC-058",2019-09-03,2019,36,"SW","Tarsalis","L",15
"2482","FC-060",2019-09-03,2019,36,"NW","Tarsalis","L",7
"2483","FC-060",2019-09-03,2019,36,"NW","Pipiens","L",10
"2484","FC-061",2019-09-03,2019,36,"NW","Tarsalis","L",48
"2485","FC-061",2019-09-03,2019,36,"NW","Pipiens","L",5
"2486","FC-063",2019-09-03,2019,36,"NW","Pipiens","L",2
"2487","FC-063",2019-09-03,2019,36,"NW","Tarsalis","L",7
"2488","FC-073",2019-09-03,2019,36,"NW","Pipiens","L",7
"2489","FC-073",2019-09-03,2019,36,"NW","Tarsalis","L",18
"2490","FC-001",2019-09-04,2019,36,"SW","Tarsalis","L",11
"2491","FC-029",2019-09-04,2019,36,"SE","Tarsalis","L",19
"2492","FC-029",2019-09-04,2019,36,"SE","Pipiens","L",6
"2493","FC-037",2019-09-04,2019,36,"SW","Pipiens","L",11
"2494","FC-037",2019-09-04,2019,36,"SW","Tarsalis","L",67
"2495","FC-054",2019-09-04,2019,36,"SE","Tarsalis","L",15
"2496","FC-057",2019-09-04,2019,36,"SW","Tarsalis","L",2
"2497","FC-062",2019-09-04,2019,36,"SW","Tarsalis","L",7
"2498","FC-062",2019-09-04,2019,36,"SW","Pipiens","L",2
"2499","FC-068",2019-09-04,2019,36,"SW","Tarsalis","L",5
"2500","FC-071",2019-09-04,2019,36,"SW","Tarsalis","L",3
"2501","FC-093",2019-09-04,2019,36,"SW","Tarsalis","L",12
"2502","LC-001",2020-06-09,2020,23,"BE","Tarsalis","L",1
"2503","LC-053",2020-06-09,2020,23,"BE","Pipiens","L",1
"2504","LC-054",2020-06-09,2020,23,"BE","Tarsalis","L",1
"2505","FC-014",2020-06-07,2020,23,"NE","Tarsalis","L",1
"2506","FC-019",2020-06-07,2020,23,"NE","Pipiens","L",2
"2507","FC-019",2020-06-07,2020,23,"NE","Tarsalis","L",2
"2508","FC-034",2020-06-07,2020,23,"NE","Tarsalis","L",1
"2509","FC-036",2020-06-07,2020,23,"NW","Tarsalis","L",5
"2510","FC-067",2020-06-07,2020,23,"NE","Tarsalis","L",1
"2511","FC-069",2020-06-07,2020,23,"NE","Tarsalis","L",2
"2512","FC-072",2020-06-07,2020,23,"NE","Tarsalis","L",1
"2513","FC-011",2020-06-09,2020,23,"NW","Pipiens","L",1
"2514","FC-011",2020-06-09,2020,23,"NW","Tarsalis","L",1
"2515","FC-041",2020-06-09,2020,23,"NW","Pipiens","L",1
"2516","FC-052",2020-06-09,2020,23,"NW","Pipiens","L",2
"2517","FC-073",2020-06-09,2020,23,"NW","Pipiens","L",4
"2518","FC-029",2020-06-10,2020,24,"SE","Tarsalis","L",1
"2519","FC-029",2020-06-10,2020,24,"SE","Pipiens","L",2
"2520","FC-037",2020-06-10,2020,24,"SW","Tarsalis","L",6
"2521","FC-054",2020-06-10,2020,24,"SE","Tarsalis","L",1
"2522","FC-057",2020-06-10,2020,24,"SW","Tarsalis","L",1
"2523","FC-068",2020-06-10,2020,24,"SW","Tarsalis","L",1
"2524","FC-093",2020-06-10,2020,24,"SW","Tarsalis","L",2
"2525","LV-069",2020-06-07,2020,23,"LV","Tarsalis","L",5
"2526","LV-078",2020-06-07,2020,23,"LV","Tarsalis","L",4
"2527","LV-095",2020-06-07,2020,23,"LV","Tarsalis","L",6
"2528","LV-116",2020-06-07,2020,23,"LV","Pipiens","L",1
"2529","LV-117",2020-06-07,2020,23,"LV","Tarsalis","L",3
"2530","LV-020",2020-06-09,2020,23,"LV","Tarsalis","L",1
"2531","LV-087",2020-06-10,2020,24,"LV","Tarsalis","L",2
"2532","LV-121",2020-06-10,2020,24,"LV","Tarsalis","L",1
"2533","LC-001",2020-06-16,2020,24,"BE","Tarsalis","L",3
"2534","LC-053",2020-06-16,2020,24,"BE","Tarsalis","L",2
"2535","LC-054",2020-06-16,2020,24,"BE","Tarsalis","L",5
"2536","LC-055",2020-06-16,2020,24,"BE","Tarsalis","L",1
"2537","FC-019",2020-06-14,2020,24,"NE","Pipiens","L",7
"2538","FC-066",2020-06-14,2020,24,"NE","Pipiens","L",1
"2539","FC-067",2020-06-14,2020,24,"NE","Pipiens","L",1
"2540","FC-069",2020-06-14,2020,24,"NE","Pipiens","L",1
"2541","FC-006",2020-06-14,2020,24,"NE","Tarsalis","L",1
"2542","FC-014",2020-06-14,2020,24,"NE","Tarsalis","L",5
"2543","FC-019",2020-06-14,2020,24,"NE","Tarsalis","L",1
"2544","FC-034",2020-06-14,2020,24,"NE","Tarsalis","L",1
"2545","FC-036",2020-06-14,2020,24,"NW","Tarsalis","L",15
"2546","FC-038",2020-06-14,2020,24,"NE","Tarsalis","L",3
"2547","FC-040",2020-06-14,2020,24,"NE","Tarsalis","L",7
"2548","FC-066",2020-06-14,2020,24,"NE","Tarsalis","L",7
"2549","FC-067",2020-06-14,2020,24,"NE","Tarsalis","L",8
"2550","FC-069",2020-06-14,2020,24,"NE","Tarsalis","L",1
"2551","FC-072",2020-06-14,2020,24,"NE","Tarsalis","L",1
"2552","FC-023",2020-06-15,2020,24,"SE","Pipiens","L",2
"2553","FC-027",2020-06-15,2020,24,"SE","Pipiens","L",1
"2554","FC-050",2020-06-15,2020,24,"SE","Pipiens","L",1
"2555","FC-059",2020-06-15,2020,24,"SE","Pipiens","L",2
"2556","FC-004",2020-06-15,2020,24,"SE","Tarsalis","L",4
"2557","FC-023",2020-06-15,2020,24,"SE","Tarsalis","L",2
"2558","FC-027",2020-06-15,2020,24,"SE","Tarsalis","L",10
"2559","FC-031",2020-06-15,2020,24,"SE","Tarsalis","L",8
"2560","FC-039",2020-06-15,2020,24,"SE","Tarsalis","L",15
"2561","FC-046",2020-06-15,2020,24,"SE","Tarsalis","L",1
"2562","FC-047",2020-06-15,2020,24,"SE","Tarsalis","L",1
"2563","FC-050",2020-06-15,2020,24,"SE","Tarsalis","L",3
"2564","FC-053",2020-06-15,2020,24,"SE","Tarsalis","L",45
"2565","FC-059",2020-06-15,2020,24,"SE","Tarsalis","L",3
"2566","FC-064",2020-06-15,2020,24,"SE","Tarsalis","L",2
"2567","FC-074",2020-06-15,2020,24,"SE","Tarsalis","L",5
"2568","FC-075",2020-06-15,2020,24,"SE","Tarsalis","L",2
"2569","FC-015",2020-06-16,2020,24,"NW","Pipiens","L",1
"2570","FC-058",2020-06-16,2020,24,"SW","Pipiens","L",3
"2571","FC-011",2020-06-16,2020,24,"NW","Tarsalis","L",2
"2572","FC-049",2020-06-16,2020,24,"SW","Tarsalis","L",2
"2573","FC-052",2020-06-16,2020,24,"NW","Tarsalis","L",1
"2574","FC-029",2020-06-17,2020,25,"SE","Pipiens","L",1
"2575","FC-037",2020-06-17,2020,25,"SW","Pipiens","L",4
"2576","FC-062",2020-06-17,2020,25,"SW","Pipiens","L",1
"2577","FC-037",2020-06-17,2020,25,"SW","Tarsalis","L",18
"2578","FC-054",2020-06-17,2020,25,"SE","Tarsalis","L",4
"2579","FC-062",2020-06-17,2020,25,"SW","Tarsalis","L",1
"2580","FC-093",2020-06-17,2020,25,"SW","Tarsalis","L",2
"2581","LV-095",2020-06-14,2020,24,"LV","Pipiens","L",1
"2582","LV-078",2020-06-14,2020,24,"LV","Tarsalis","L",5
"2583","LV-095",2020-06-14,2020,24,"LV","Tarsalis","L",11
"2584","LV-116",2020-06-14,2020,24,"LV","Tarsalis","L",1
"2585","LV-074",2020-06-15,2020,24,"LV","Pipiens","L",1
"2586","LV-112",2020-06-15,2020,24,"LV","Pipiens","L",1
"2587","LV-125",2020-06-15,2020,24,"LV","Pipiens","L",1
"2588","LV-074",2020-06-15,2020,24,"LV","Tarsalis","L",2
"2589","LV-089",2020-06-15,2020,24,"LV","Tarsalis","L",1
"2590","LV-104",2020-06-15,2020,24,"LV","Tarsalis","L",2
"2591","LV-110",2020-06-15,2020,24,"LV","Tarsalis","L",7
"2592","LV-112",2020-06-15,2020,24,"LV","Tarsalis","L",6
"2593","LV-118",2020-06-15,2020,24,"LV","Tarsalis","L",2
"2594","LV-124",2020-06-15,2020,24,"LV","Tarsalis","L",4
"2595","LV-125",2020-06-15,2020,24,"LV","Tarsalis","L",16
"2596","LV-020",2020-06-16,2020,24,"LV","Pipiens","L",5
"2597","LV-020",2020-06-16,2020,24,"LV","Tarsalis","L",17
"2598","LV-087",2020-06-16,2020,24,"LV","Tarsalis","L",3
"2599","LV-120",2020-06-16,2020,24,"LV","Tarsalis","L",2
"2600","LV-121",2020-06-17,2020,25,"LV","Pipiens","L",1
"2601","LV-105",2020-06-17,2020,25,"LV","Tarsalis","L",6
"2602","LC-001",2020-06-23,2020,25,"BE","Pipiens","L",3
"2603","LC-001",2020-06-23,2020,25,"BE","Tarsalis","L",6
"2604","LC-054",2020-06-23,2020,25,"BE","Tarsalis","L",1
"2605","FC-006",2020-06-21,2020,25,"NE","Tarsalis","L",1
"2606","FC-014",2020-06-21,2020,25,"NE","Pipiens","L",1
"2607","FC-014",2020-06-21,2020,25,"NE","Tarsalis","L",20
"2608","FC-019",2020-06-21,2020,25,"NE","Pipiens","L",3
"2609","FC-019",2020-06-21,2020,25,"NE","Tarsalis","L",1
"2610","FC-034",2020-06-21,2020,25,"NE","Tarsalis","L",5
"2611","FC-036",2020-06-21,2020,25,"NW","Pipiens","L",2
"2612","FC-036",2020-06-21,2020,25,"NW","Tarsalis","L",1
"2613","FC-038",2020-06-21,2020,25,"NE","Tarsalis","L",2
