year,week,zone,spp,pools_L,pools_G,n_pools,pos_pools_L,pos_pools_G,n_pos_pools,mosq_L,mosq_G,mosq,trap_L,abund,pir,pir_lci,pir_uci,vi,vi_lci,vi_uci
2021,28,NW,Pipiens,6,5,11,0,0,0,38,188,226,9,4.22,0.0000,0.0000,0.0131,0,0,0.0553
2021,28,NW,Tarsalis,13,0,13,0,0,0,376,0,376,9,41.78,0.0000,0.0000,0.0086,0,0,0.3593
2021,28,NW,All,19,5,24,0,0,0,414,188,602,18,46,0.0000,0.0000,0.0090,0,0,0.4146
2021,28,NE,Pipiens,7,5,12,0,0,0,99,122,221,10,9.9,0.0000,0.0000,0.0137,0,0,0.1356
2021,28,NE,Tarsalis,28,0,28,0,0,0,1218,0,1218,10,121.8,0.0000,0.0000,0.0029,0,0,0.3532
2021,28,NE,All,35,5,40,0,0,0,1317,122,1439,20,131.7,0.0000,0.0000,0.0037,0,0,0.4888
2021,28,SE,Pipiens,14,7,21,1,0,1,197,271,468,15,13.13,0.0021,0.0001,0.0100,0.0276,0.0013,0.1313
2021,28,SE,Tarsalis,56,0,56,1,0,1,2434,0,2434,15,162.27,0.0004,0.0000,0.0020,0.0649,0,0.3245
2021,28,SE,All,70,7,77,2,0,2,2631,271,2902,30,175.4,0.0005,0.0000,0.0026,0.0925,0.0013,0.4558
2021,28,SW,Pipiens,6,1,7,0,0,0,24,19,43,9,2.67,0.0000,0.0000,0.0601,0,0,0.1605
2021,28,SW,Tarsalis,10,0,10,0,0,0,282,0,282,9,31.33,0.0000,0.0000,0.0112,0,0,0.3509
2021,28,SW,All,16,1,17,0,0,0,306,19,325,18,34,0.0000,0.0000,0.0150,0,0,0.5114
2021,28,FC,Pipiens,42,18,60,1,0,1,504,600,1104,59,8.54,0.0009,0.0001,0.0043,0.0077,9.00E-04,0.0367
2021,28,FC,Tarsalis,184,0,184,2,0,2,7876,0,7876,59,133.49,0.0003,0.0000,0.0008,0.04,0,0.1068
2021,28,FC,All,226,18,244,3,0,3,8380,600,8980,118,142.03,0.0003,0.0000,0.0010,0.0477,9.00E-04,0.1435
2021,28,LV,Pipiens,5,0,5,0,0,0,67,0,67,6,11.17,0.0000,0.0000,0.0316,0,0,0.353
2021,28,LV,Tarsalis,57,0,57,0,0,0,2789,0,2789,6,464.83,0.0000,0.0000,0.0013,0,0,0.6043
2021,28,LV,All,62,0,62,0,0,0,2856,0,2856,12,476,0.0000,0.0000,0.0020,0,0,0.9573
2021,28,BE,Pipiens,4,0,4,0,0,0,79,0,79,5,15.8,0.0000,0.0000,0.0281,0,0,0.444
2021,28,BE,Tarsalis,15,0,15,0,0,0,650,0,650,5,130,0.0000,0.0000,0.0052,0,0,0.676
2021,28,BE,All,19,0,19,0,0,0,729,0,729,10,145.8,0.0000,0.0000,0.0077,0,0,1.12
2021,28,BC,Tarsalis,5,0,5,1,0,1,127,0,127,5,25.4,0.0077,0.0005,0.0380,0.1956,0.0127,0.9652
2021,28,BC,All,5,0,5,1,0,1,127,0,127,5,25.4,0.0077,0.0005,0.0380,0.1956,0.0127,0.9652
2021,29,NW,Pipiens,5,2,7,0,0,0,46,13,59,9,5.11,0.0000,0.0000,0.0475,0,0,0.2427
2021,29,NW,Tarsalis,18,0,18,0,0,0,622,0,622,9,69.11,0.0000,0.0000,0.0055,0,0,0.3801
2021,29,NW,All,23,2,25,0,0,0,668,13,681,18,74.22,0.0000,0.0000,0.0084,0,0,0.6228
2021,29,NE,Pipiens,12,6,18,0,0,0,323,195,518,10,32.3,0.0000,0.0000,0.0065,0,0,0.2099
2021,29,NE,Tarsalis,27,3,30,0,0,0,1145,21,1166,10,114.5,0.0000,0.0000,0.0031,0,0,0.355
2021,29,NE,All,39,9,48,0,0,0,1468,216,1684,20,146.8,0.0000,0.0000,0.0038,0,0,0.5649
2021,29,SE,Pipiens,14,5,19,0,0,0,303,197,500,15,20.2,0.0000,0.0000,0.0067,0,0,0.1353
2021,29,SE,Tarsalis,45,0,45,2,0,2,1938,0,1938,15,129.2,0.0010,0.0002,0.0034,0.1292,0.0258,0.4393
2021,29,SE,All,59,5,64,2,0,2,2241,197,2438,30,149.4,0.0009,0.0002,0.0038,0.1292,0.0258,0.5746
2021,29,SW,Pipiens,3,3,6,0,0,0,18,141,159,9,2,0.0000,0.0000,0.0165,0,0,0.033
2021,29,SW,Tarsalis,6,1,7,0,0,0,100,1,101,9,11.11,0.0000,0.0000,0.0265,0,0,0.2944
2021,29,SW,All,9,4,13,0,0,0,118,142,260,18,13.11,0.0000,0.0000,0.0250,0,0,0.3274
2021,29,FC,Pipiens,43,16,59,0,0,0,781,546,1327,59,13.24,0.0000,0.0000,0.0027,0,0,0.0357
2021,29,FC,Tarsalis,139,4,143,4,0,4,5635,22,5657,59,95.51,0.0007,0.0002,0.0017,0.0669,0.0191,0.1624
2021,29,FC,All,182,20,202,4,0,4,6416,568,6984,118,108.75,0.0006,0.0002,0.0018,0.0669,0.0191,0.1981
2021,29,LV,Pipiens,6,0,6,0,0,0,69,0,69,6,11.5,0.0000,0.0000,0.0374,0,0,0.4301
2021,29,LV,Tarsalis,26,0,26,1,0,1,1162,0,1162,6,193.67,0.0009,0.0000,0.0042,0.1743,0,0.8134
2021,29,LV,All,32,0,32,1,0,1,1231,0,1231,12,205.17,0.0008,0.0000,0.0061,0.1743,0,1.2435
2021,29,BE,Pipiens,3,0,3,0,0,0,22,0,22,5,4.4,0.0000,0.0000,0.0893,0,0,0.3929
2021,29,BE,Tarsalis,12,0,12,1,0,1,492,0,492,5,98.4,0.0020,0.0001,0.0097,0.1968,0.0098,0.9545
2021,29,BE,All,15,0,15,1,0,1,514,0,514,10,102.8,0.0019,0.0001,0.0131,0.1968,0.0098,1.3474
2021,29,BC,Tarsalis,5,0,5,0,0,0,176,0,176,5,35.2,0.0000,0.0000,0.0154,0,0,0.5421
2021,29,BC,All,5,0,5,0,0,0,176,0,176,5,35.2,0.0000,0.0000,0.0154,0,0,0.5421
2021,30,NW,Pipiens,9,5,14,0,0,0,119,190,309,9,13.22,0.0000,0.0000,0.0103,0,0,0.1362
2021,30,NW,Tarsalis,17,1,18,0,0,0,609,1,610,9,67.67,0.0000,0.0000,0.0055,0,0,0.3722
2021,30,NW,All,26,6,32,0,0,0,728,191,919,18,80.89,0.0000,0.0000,0.0063,0,0,0.5084
2021,30,NE,Pipiens,13,7,20,0,0,0,341,278,619,10,34.1,0.0000,0.0000,0.0055,0,0,0.1876
2021,30,NE,Tarsalis,29,2,31,0,0,0,1191,4,1195,10,119.1,0.0000,0.0000,0.0030,0,0,0.3573
2021,30,NE,All,42,9,51,0,0,0,1532,282,1814,20,153.2,0.0000,0.0000,0.0036,0,0,0.5449
2021,30,SE,Pipiens,19,13,32,0,2,2,447,557,1004,15,29.8,0.0021,0.0004,0.0068,0.0626,0.0119,0.2026
2021,30,SE,Tarsalis,60,0,60,5,0,5,2712,0,2712,15,180.8,0.0019,0.0007,0.0042,0.3435,0.1266,0.7594
2021,30,SE,All,79,13,92,5,2,7,3159,557,3716,30,210.6,0.0019,0.0007,0.0046,0.4061,0.1385,0.962
2021,30,SW,Pipiens,6,3,9,0,0,0,60,115,175,9,6.67,0.0000,0.0000,0.0162,0,0,0.1081
2021,30,SW,Tarsalis,16,0,16,2,0,2,563,0,563,9,62.56,0.0037,0.0007,0.0122,0.2315,0.0438,0.7632
2021,30,SW,All,22,3,25,2,0,2,623,115,738,18,69.23,0.0033,0.0006,0.0126,0.2315,0.0438,0.8713
2021,30,FC,Pipiens,56,28,84,0,2,2,1101,1140,2241,59,18.66,0.0009,0.0002,0.0030,0.0168,0.0037,0.056
2021,30,FC,Tarsalis,169,3,172,10,0,10,7171,5,7176,59,121.54,0.0014,0.0007,0.0026,0.1702,0.0851,0.316
2021,30,FC,All,225,31,256,10,2,12,8272,1145,9417,118,140.2,0.0013,0.0006,0.0027,0.187,0.0888,0.372
2021,30,LV,Pipiens,4,0,4,0,0,0,27,0,27,6,4.5,0.0000,0.0000,0.0926,0,0,0.4167
2021,30,LV,Tarsalis,19,0,19,1,0,1,849,0,849,6,141.5,0.0012,0.0001,0.0057,0.1698,0.0142,0.8066
2021,30,LV,All,23,0,23,1,0,1,876,0,876,12,146,0.0012,0.0001,0.0084,0.1698,0.0142,1.2233
2021,30,BE,Pipiens,5,0,5,0,0,0,107,0,107,5,21.4,0.0000,0.0000,0.0231,0,0,0.4943
2021,30,BE,Tarsalis,22,0,22,2,0,2,993,0,993,5,198.6,0.0021,0.0004,0.0068,0.4171,0.0794,1.3505
2021,30,BE,All,27,0,27,2,0,2,1100,0,1100,10,220,0.0019,0.0004,0.0084,0.4171,0.0794,1.8448
2021,30,BC,Tarsalis,6,0,6,0,0,0,254,0,254,5,50.8,0.0000,0.0000,0.0112,0,0,0.569
2021,30,BC,All,6,0,6,0,0,0,254,0,254,5,50.8,0.0000,0.0000,0.0112,0,0,0.569
2021,31,NW,Pipiens,9,2,11,0,0,0,60,10,70,9,6.67,0.0000,0.0000,0.0417,0,0,0.2781
2021,31,NW,Tarsalis,9,0,9,0,0,0,100,0,100,9,11.11,0.0000,0.0000,0.0292,0,0,0.3244
2021,31,NW,All,18,2,20,0,0,0,160,10,170,18,17.78,0.0000,0.0000,0.0339,0,0,0.6025
2021,31,NE,Pipiens,22,4,26,0,0,0,833,83,916,10,83.3,0.0000,0.0000,0.0038,0,0,0.3165
2021,31,NE,Tarsalis,25,0,25,2,0,2,993,0,993,10,99.3,0.0021,0.0004,0.0069,0.2085,0.0397,0.6852
2021,31,NE,All,47,4,51,2,0,2,1826,83,1909,20,182.6,0.0011,0.0002,0.0055,0.2085,0.0397,1.0017
2021,31,SE,Pipiens,13,6,19,1,1,2,240,201,441,15,16,0.0048,0.0009,0.0162,0.0768,0.0144,0.2592
2021,31,SE,Tarsalis,28,1,29,7,0,7,1011,2,1013,15,67.4,0.0080,0.0036,0.0161,0.5392,0.2426,1.0851
2021,31,SE,All,41,7,48,8,1,9,1251,203,1454,30,83.4,0.0074,0.0031,0.0161,0.616,0.257,1.3443
2021,31,SW,Pipiens,8,9,17,0,2,2,52,409,461,9,5.78,0.0046,0.0008,0.0157,0.0266,0.0046,0.0907
2021,31,SW,Tarsalis,9,0,9,1,0,1,113,0,113,9,12.56,0.0094,0.0005,0.0492,0.1181,0.0063,0.618
2021,31,SW,All,17,9,26,1,2,3,165,409,574,18,18.34,0.0079,0.0006,0.0386,0.1447,0.0109,0.7087
2021,31,FC,Pipiens,61,21,82,2,3,5,1323,703,2026,59,22.42,0.0026,0.0010,0.0057,0.0583,0.0224,0.1278
2021,31,FC,Tarsalis,98,1,99,13,0,13,3190,2,3192,59,54.07,0.0044,0.0025,0.0074,0.2379,0.1352,0.4001
2021,31,FC,All,159,22,181,15,3,18,4513,705,5218,118,76.49,0.0039,0.0021,0.0069,0.2962,0.1576,0.5279
2021,31,LV,Pipiens,6,0,6,1,0,1,78,0,78,6,13,0.0108,0.0008,0.0483,0.1404,0.0104,0.6279
2021,31,LV,Tarsalis,15,0,15,1,0,1,576,0,576,6,96,0.0017,0.0001,0.0086,0.1632,0.0096,0.8256
2021,31,LV,All,21,0,21,2,0,2,654,0,654,12,109,0.0028,0.0002,0.0133,0.3036,0.02,1.4535
2021,31,BE,Pipiens,3,0,3,0,0,0,60,0,60,5,12,0.0000,0.0000,0.0364,0,0,0.4368
2021,31,BE,Tarsalis,6,0,6,1,0,1,160,0,160,5,32,0.0059,0.0004,0.0287,0.1888,0.0128,0.9184
2021,31,BE,All,9,0,9,1,0,1,220,0,220,10,44,0.0043,0.0003,0.0308,0.1888,0.0128,1.3552
2021,31,BC,Tarsalis,6,0,6,1,0,1,237,0,237,5,47.4,0.0043,0.0003,0.0220,0.2038,0.0142,1.0428
2021,31,BC,All,6,0,6,1,0,1,237,0,237,5,47.4,0.0043,0.0003,0.0220,0.2038,0.0142,1.0428
2021,32,NW,Pipiens,7,3,10,0,2,2,102,112,214,9,11.33,0.0106,0.0019,0.0373,0.1201,0.0215,0.4226
2021,32,NW,Tarsalis,9,0,9,2,0,2,95,0,95,9,10.56,0.0233,0.0044,0.0795,0.246,0.0465,0.8395
2021,32,NW,All,16,3,19,2,2,4,197,112,309,18,21.89,0.0167,0.0031,0.0577,0.3661,0.068,1.2621
2021,32,NE,Pipiens,24,7,31,1,3,4,911,229,1140,10,91.1,0.0037,0.0012,0.0090,0.3371,0.1093,0.8199
2021,32,NE,Tarsalis,14,2,16,1,0,1,447,6,453,10,44.7,0.0022,0.0001,0.0111,0.0983,0.0045,0.4962
2021,32,NE,All,38,9,47,2,3,5,1358,235,1593,20,135.8,0.0032,0.0008,0.0097,0.4354,0.1138,1.3161
2021,32,SE,Pipiens,15,6,21,3,3,6,294,211,505,15,19.6,0.0163,0.0066,0.0364,0.3195,0.1294,0.7134
2021,32,SE,Tarsalis,17,1,18,3,0,3,447,2,449,15,29.8,0.0073,0.0020,0.0203,0.2175,0.0596,0.6049
2021,32,SE,All,32,7,39,6,3,9,741,213,954,30,49.4,0.0109,0.0038,0.0267,0.537,0.189,1.3183
2021,32,SW,Pipiens,8,6,14,0,2,2,59,262,321,9,6.56,0.0069,0.0012,0.0240,0.0453,0.0079,0.1574
2021,32,SW,Tarsalis,9,0,9,2,0,2,74,0,74,9,8.22,0.0299,0.0054,0.1006,0.2458,0.0444,0.8269
2021,32,SW,All,17,6,23,2,2,4,133,262,395,18,14.78,0.0197,0.0035,0.0666,0.2911,0.0523,0.9843
2021,32,FC,Pipiens,64,22,86,5,10,15,1497,814,2311,59,25.37,0.0075,0.0044,0.0122,0.1903,0.1116,0.3095
2021,32,FC,Tarsalis,70,3,73,13,0,13,1746,8,1754,59,29.59,0.0084,0.0047,0.0141,0.2486,0.1391,0.4172
2021,32,FC,All,134,25,159,18,10,28,3243,822,4065,118,54.96,0.0080,0.0046,0.0132,0.4389,0.2507,0.7267
2021,32,LV,Pipiens,6,0,6,0,0,0,53,0,53,6,8.83,0.0000,0.0000,0.0510,0,0,0.4503
2021,32,LV,Tarsalis,11,0,11,3,0,3,411,0,411,6,68.5,0.0083,0.0022,0.0234,0.5686,0.1507,1.6029
2021,32,LV,All,17,0,17,3,0,3,464,0,464,12,77.33,0.0074,0.0019,0.0266,0.5686,0.1507,2.0532
2021,32,BE,Pipiens,4,0,4,1,0,1,78,0,78,5,15.6,0.0107,0.0008,0.0492,0.1669,0.0125,0.7675
2021,32,BE,Tarsalis,5,0,5,1,0,1,140,0,140,5,28,0.0073,0.0004,0.0380,0.2044,0.0112,1.064
2021,32,BE,All,9,0,9,2,0,2,218,0,218,10,43.6,0.0085,0.0005,0.0420,0.3713,0.0237,1.8315
2021,32,BC,Tarsalis,5,0,5,1,0,1,132,0,132,5,26.4,0.0080,0.0005,0.0437,0.2112,0.0132,1.1537
2021,32,BC,All,5,0,5,1,0,1,132,0,132,5,26.4,0.0080,0.0005,0.0437,0.2112,0.0132,1.1537
2021,33,NW,Pipiens,7,5,12,0,3,3,44,204,248,9,4.89,0.0159,0.0042,0.0487,0.0778,0.0205,0.2381
2021,33,NW,Tarsalis,9,1,10,0,0,0,129,2,131,9,14.33,0.0000,0.0000,0.0215,0,0,0.3081
2021,33,NW,All,16,6,22,0,3,3,173,206,379,18,19.22,0.0040,0.0011,0.0284,0.0778,0.0205,0.5462
2021,33,NE,Pipiens,10,4,14,0,0,0,130,69,199,10,13,0.0000,0.0000,0.0155,0,0,0.2015
2021,33,NE,Tarsalis,11,1,12,5,0,5,257,1,258,10,25.7,0.0327,0.0117,0.0897,0.8404,0.3007,2.3053
2021,33,NE,All,21,5,26,5,0,5,387,70,457,20,38.7,0.0217,0.0078,0.0648,0.8404,0.3007,2.5068
2021,33,SE,Pipiens,14,10,24,0,6,6,68,429,497,15,4.53,0.0173,0.0069,0.0395,0.0784,0.0313,0.1789
2021,33,SE,Tarsalis,12,0,12,0,0,0,95,0,95,15,6.33,0.0000,0.0000,0.0321,0,0,0.2032
2021,33,SE,All,26,10,36,0,6,6,163,429,592,30,10.86,0.0072,0.0029,0.0352,0.0784,0.0313,0.3821
2021,33,SW,Pipiens,6,7,13,0,4,4,30,321,351,9,3.33,0.0153,0.0050,0.0406,0.0509,0.0167,0.1352
2021,33,SW,Tarsalis,8,0,8,1,0,1,44,0,44,9,4.89,0.0225,0.0014,0.1058,0.11,0.0068,0.5174
2021,33,SW,All,14,7,21,1,4,5,74,321,395,18,8.22,0.0196,0.0029,0.0794,0.1609,0.0235,0.6526
2021,33,FC,Pipiens,49,26,75,1,13,14,413,1023,1436,59,7,0.0128,0.0072,0.0216,0.0896,0.0504,0.1512
2021,33,FC,Tarsalis,58,2,60,8,0,8,1051,3,1054,59,17.81,0.0087,0.0041,0.0169,0.1549,0.073,0.301
2021,33,FC,All,107,28,135,9,13,22,1464,1026,2490,118,24.81,0.0099,0.0050,0.0182,0.2445,0.1234,0.4522
2021,33,LV,Pipiens,7,0,7,1,0,1,112,0,112,6,18.67,0.0085,0.0005,0.0409,0.1587,0.0093,0.7636
2021,33,LV,Tarsalis,8,0,8,2,0,2,291,0,291,6,48.5,0.0076,0.0014,0.0262,0.3686,0.0679,1.2707
2021,33,LV,All,15,0,15,3,0,3,403,0,403,12,67.17,0.0079,0.0011,0.0303,0.5273,0.0772,2.0343
2021,33,BE,Pipiens,5,0,5,0,0,0,29,0,29,5,5.8,0.0000,0.0000,0.0755,0,0,0.4379
2021,33,BE,Tarsalis,5,0,5,0,0,0,132,0,132,5,26.4,0.0000,0.0000,0.0209,0,0,0.5518
2021,33,BE,All,10,0,10,0,0,0,161,0,161,10,32.2,0.0000,0.0000,0.0307,0,0,0.9897
2021,33,BC,Tarsalis,5,0,5,0,0,0,103,0,103,5,20.6,0.0000,0.0000,0.0256,0,0,0.5274
2021,33,BC,All,5,0,5,0,0,0,103,0,103,5,20.6,0.0000,0.0000,0.0256,0,0,0.5274
2021,34,NW,Pipiens,5,3,8,1,2,3,24,139,163,9,2.67,0.0244,0.0070,0.0730,0.0651,0.0187,0.1949
2021,34,NW,Tarsalis,8,0,8,0,0,0,36,0,36,9,4,0.0000,0.0000,0.0757,0,0,0.3028
2021,34,NW,All,13,3,16,1,2,3,60,139,199,18,6.67,0.0098,0.0028,0.0746,0.0651,0.0187,0.4977
2021,34,NE,Pipiens,18,5,23,3,3,6,680,138,818,10,68,0.0083,0.0035,0.0174,0.5644,0.238,1.1832
2021,34,NE,Tarsalis,9,0,9,1,0,1,81,0,81,10,8.1,0.0118,0.0007,0.0559,0.0956,0.0057,0.4528
2021,34,NE,All,27,5,32,4,3,7,761,138,899,20,76.1,0.0087,0.0032,0.0215,0.66,0.2437,1.636
2021,34,SE,Pipiens,13,5,18,0,4,4,126,188,314,15,8.4,0.0168,0.0054,0.0442,0.1411,0.0454,0.3713
2021,34,SE,Tarsalis,12,0,12,0,0,0,67,0,67,15,4.47,0.0000,0.0000,0.0450,0,0,0.2011
2021,34,SE,All,25,5,30,0,4,4,193,188,381,30,12.87,0.0110,0.0035,0.0445,0.1411,0.0454,0.5724
2021,34,SW,Pipiens,5,1,6,1,0,1,19,25,44,9,2.11,0.0202,0.0014,0.0898,0.0426,0.003,0.1895
2021,34,SW,Tarsalis,7,0,7,0,0,0,17,0,17,9,1.89,0.0000,0.0000,0.1589,0,0,0.3003
2021,34,SW,All,12,1,13,1,0,1,36,25,61,18,4,0.0107,0.0008,0.1225,0.0426,0.003,0.4898
2021,34,FC,Pipiens,50,14,64,6,9,15,949,490,1439,59,16.08,0.0127,0.0075,0.0206,0.2042,0.1206,0.3312
2021,34,FC,Tarsalis,52,0,52,4,0,4,533,0,533,59,9.03,0.0081,0.0026,0.0196,0.0731,0.0235,0.177
2021,34,FC,All,102,14,116,10,9,19,1482,490,1972,118,25.11,0.0110,0.0057,0.0202,0.2773,0.1441,0.5082
2021,34,LV,Pipiens,5,0,5,0,0,0,72,0,72,6,12,0.0000,0.0000,0.0352,0,0,0.4224
2021,34,LV,Tarsalis,6,0,6,2,0,2,147,0,147,6,24.5,0.0150,0.0028,0.0516,0.3675,0.0686,1.2642
2021,34,LV,All,11,0,11,2,0,2,219,0,219,12,36.5,0.0101,0.0019,0.0462,0.3675,0.0686,1.6866
2021,34,BE,Pipiens,4,0,4,1,0,1,28,0,28,5,5.6,0.0428,0.0024,0.2944,0.2397,0.0134,1.6486
2021,34,BE,Tarsalis,5,0,5,1,0,1,112,0,112,5,22.4,0.0092,0.0006,0.0490,0.2061,0.0134,1.0976
2021,34,BE,All,9,0,9,2,0,2,140,0,140,10,28,0.0159,0.0010,0.0981,0.4458,0.0268,2.7462
2021,34,BC,Tarsalis,5,0,5,0,0,0,73,0,73,5,14.6,0.0000,0.0000,0.0355,0,0,0.5183
2021,34,BC,All,5,0,5,0,0,0,73,0,73,5,14.6,0.0000,0.0000,0.0355,0,0,0.5183
2021,35,NW,Pipiens,7,2,9,0,1,1,22,70,92,9,2.44,0.0125,0.0007,0.0746,0.0305,0.0017,0.182
2021,35,NW,Tarsalis,5,0,5,0,0,0,25,0,25,9,2.78,0.0000,0.0000,0.1035,0,0,0.2877
2021,35,NW,All,12,2,14,0,1,1,47,70,117,18,5.22,0.0058,0.0003,0.0900,0.0305,0.0017,0.4697
2021,35,NE,Pipiens,11,4,15,0,1,1,358,42,400,10,35.8,0.0024,0.0001,0.0114,0.0859,0.0036,0.4081
2021,35,NE,Tarsalis,6,0,6,0,0,0,30,0,30,10,3,0.0000,0.0000,0.0812,0,0,0.2436
2021,35,NE,All,17,4,21,0,1,1,388,42,430,20,38.8,0.0022,0.0001,0.0168,0.0859,0.0036,0.6517
2021,35,SE,Pipiens,17,4,21,1,4,5,267,156,423,15,17.8,0.0143,0.0055,0.0325,0.2545,0.0979,0.5785
2021,35,SE,Tarsalis,13,0,13,1,0,1,116,0,116,15,7.73,0.0086,0.0005,0.0419,0.0665,0.0039,0.3239
2021,35,SE,All,30,4,34,2,4,6,383,156,539,30,25.53,0.0126,0.0040,0.0353,0.321,0.1018,0.9024
2021,35,SW,Pipiens,6,1,7,1,1,2,26,39,65,9,2.89,0.0411,0.0079,0.1684,0.1188,0.0228,0.4867
2021,35,SW,Tarsalis,5,0,5,0,0,0,15,0,15,9,1.67,0.0000,0.0000,0.1607,0,0,0.2684
2021,35,SW,All,11,1,12,1,1,2,41,39,80,18,4.56,0.0261,0.0050,0.1656,0.1188,0.0228,0.7551
2021,35,FC,Pipiens,49,11,60,3,7,10,751,307,1058,59,12.73,0.0108,0.0056,0.0192,0.1375,0.0713,0.2444
2021,35,FC,Tarsalis,45,0,45,3,0,3,333,0,333,59,5.64,0.0094,0.0025,0.0257,0.053,0.0141,0.1449
2021,35,FC,All,94,11,105,6,7,13,1084,307,1391,118,18.37,0.0104,0.0046,0.0212,0.1905,0.0854,0.3893
2021,35,LV,Pipiens,4,0,4,1,0,1,44,0,44,6,7.33,0.0230,0.0015,0.1222,0.1686,0.011,0.8957
2021,35,LV,Tarsalis,6,0,6,1,0,1,75,0,75,6,12.5,0.0139,0.0008,0.0719,0.1737,0.01,0.8988
2021,35,LV,All,10,0,10,2,0,2,119,0,119,12,19.83,0.0173,0.0011,0.0905,0.3423,0.021,1.7945
2021,35,BE,Pipiens,4,0,4,0,0,0,34,0,34,5,6.8,0.0000,0.0000,0.0630,0,0,0.4284
2021,35,BE,Tarsalis,5,0,5,1,0,1,44,0,44,5,8.8,0.0224,0.0014,0.1085,0.1971,0.0123,0.9548
2021,35,BE,All,9,0,9,1,0,1,78,0,78,10,15.6,0.0126,0.0008,0.0887,0.1971,0.0123,1.3832
2021,35,BC,Tarsalis,5,0,5,0,0,0,28,0,28,5,5.6,0.0000,0.0000,0.0934,0,0,0.523
2021,35,BC,All,5,0,5,0,0,0,28,0,28,5,5.6,0.0000,0.0000,0.0934,0,0,0.523
2021,36,NW,Pipiens,4,2,6,0,1,1,15,52,67,9,1.67,0.0169,0.0010,0.1007,0.0282,0.0017,0.1682
2021,36,NW,Tarsalis,3,0,3,0,0,0,5,0,5,9,0.56,0.0000,0.0000,0.3670,0,0,0.2055
2021,36,NW,All,7,2,9,0,1,1,20,52,72,18,2.23,0.0126,0.0008,0.1676,0.0282,0.0017,0.3737
2021,36,NE,Pipiens,17,4,21,0,0,0,665,35,700,10,66.5,0.0000,0.0000,0.0049,0,0,0.3258
2021,36,NE,Tarsalis,6,1,7,0,0,0,14,1,15,10,1.4,0.0000,0.0000,0.1788,0,0,0.2503
2021,36,NE,All,23,5,28,0,0,0,679,36,715,20,67.9,0.0000,0.0000,0.0085,0,0,0.5761
2021,36,SE,Pipiens,11,3,14,1,2,3,340,92,432,15,22.67,0.0074,0.0020,0.0202,0.1678,0.0453,0.4579
2021,36,SE,Tarsalis,4,0,4,0,0,0,10,0,10,15,0.67,0.0000,0.0000,0.2300,0,0,0.1541
2021,36,SE,All,15,3,18,1,2,3,350,92,442,30,23.34,0.0072,0.0019,0.0262,0.1678,0.0453,0.612
2021,36,SW,Pipiens,7,1,8,0,1,1,18,29,47,9,2,0.0254,0.0014,0.1609,0.0508,0.0028,0.3218
2021,36,SW,Tarsalis,5,0,5,0,0,0,7,0,7,9,0.78,0.0000,0.0000,0.3277,0,0,0.2556
2021,36,SW,All,12,1,13,0,1,1,25,29,54,18,2.78,0.0183,0.0010,0.2077,0.0508,0.0028,0.5774
2021,36,FC,Pipiens,40,10,50,1,4,5,1039,208,1247,54,19.24,0.0042,0.0016,0.0093,0.0808,0.0308,0.1789
2021,36,FC,Tarsalis,25,1,26,1,0,1,70,1,71,54,1.3,0.0142,0.0008,0.0677,0.0185,0.001,0.088
2021,36,FC,All,65,11,76,2,4,6,1109,209,1318,108,20.54,0.0048,0.0015,0.0130,0.0993,0.0318,0.2669
2021,36,LV,Pipiens,1,0,1,0,0,0,1,0,1,6,0.17,0.0000,0.0000,0.7935,0,0,0.1349
2021,36,LV,Tarsalis,2,0,2,1,0,1,8,0,8,6,1.33,0.1371,0.0084,0.6578,0.1823,0.0112,0.8749
2021,36,LV,All,3,0,3,1,0,1,9,0,9,12,1.5,0.1215,0.0075,0.6732,0.1823,0.0112,1.0098
2021,36,BC,Tarsalis,5,0,5,0,0,0,26,0,26,5,5.2,0.0000,0.0000,0.1007,0,0,0.5236
2021,36,BC,All,5,0,5,0,0,0,26,0,26,5,5.2,0.0000,0.0000,0.1007,0,0,0.5236
2022,23,NW,Pipiens,2,1,3,0,0,0,2,1,3,9,0.22,0.0000,0.0000,0.5615,0,0,0.1235
2022,23,NW,Tarsalis,5,0,5,0,0,0,14,0,14,9,1.56,0.0000,0.0000,0.1671,0,0,0.2607
2022,23,NW,All,7,1,8,0,0,0,16,1,17,18,1.78,0.0000,0.0000,0.2158,0,0,0.3842
2022,23,NE,Pipiens,0,2,2,0,0,0,0,7,7,10,0,0.0000,0.0000,0.2306,0,0,0
2022,23,NE,Tarsalis,5,1,6,0,0,0,59,1,60,10,5.9,0.0000,0.0000,0.0384,0,0,0.2266
2022,23,NE,All,5,3,8,0,0,0,59,8,67,20,5.9,0.0000,0.0000,0.0384,0,0,0.2266
2022,23,SE,Pipiens,3,2,5,0,0,0,4,52,56,15,0.27,0.0000,0.0000,0.0349,0,0,0.0094
2022,23,SE,Tarsalis,12,0,12,0,0,0,83,0,83,15,5.53,0.0000,0.0000,0.0345,0,0,0.1908
2022,23,SE,All,15,2,17,0,0,0,87,52,139,30,5.8,0.0000,0.0000,0.0345,0,0,0.2002
2022,23,SW,Pipiens,2,1,3,0,0,0,2,9,11,9,0.22,0.0000,0.0000,0.1608,0,0,0.0354
2022,23,SW,Tarsalis,4,0,4,0,0,0,19,0,19,9,2.11,0.0000,0.0000,0.1126,0,0,0.2376
