"","trap_id","zone","zone2","trap_date","year","week","spp","spp0","method","trap_status","total.x","total.y","total","check"
"2436","LC-001","BE","BE",2024-06-26,2024,26,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2437","LC-001","BE","BE",2024-06-26,2024,26,"Tarsalis","Culex tarsalis","L","culex",16,16,16,FALSE
"2438","LC-049","BE","BE",2024-06-26,2024,26,"Tarsalis","Culex tarsalis","L","culex",8,8,8,FALSE
"2439","LC-053","BE","BE",2024-06-26,2024,26,"Tarsalis","Culex tarsalis","L","culex",42,42,42,FALSE
"2440","LC-053","BE","BE",2024-06-26,2024,26,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"2441","LC-054","BE","BE",2024-06-26,2024,26,"Tarsalis","Culex tarsalis","L","culex",58,58,58,FALSE
"2442","LC-054","BE","BE",2024-06-26,2024,26,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"2443","LV-020","LV","LV",2024-06-26,2024,26,"Tarsalis","Culex tarsalis","L","culex",66,66,66,FALSE
"2444","WC-055","BE","BE",2024-06-26,2024,26,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2445","FC-004","SE","FC",2024-06-25,2024,26,"Pipiens","Culex pipiens","L","culex",8,8,8,FALSE
"2446","FC-004","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",41,41,41,FALSE
"2447","FC-023","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2448","FC-023","SE","FC",2024-06-25,2024,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2449","FC-027","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2450","FC-027","SE","FC",2024-06-25,2024,26,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"2451","FC-031","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",17,17,17,FALSE
"2452","FC-039","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2453","FC-046","SE","FC",2024-06-25,2024,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2454","FC-046","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"2455","FC-047","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",7,7,7,FALSE
"2456","FC-050","SE","FC",2024-06-25,2024,26,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2457","FC-050","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2458","FC-053","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",29,29,29,FALSE
"2459","FC-059","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2460","FC-064","SE","FC",2024-06-25,2024,26,"Pipiens","Culex pipiens","L","culex",6,6,6,FALSE
"2461","FC-064","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",52,52,52,FALSE
"2462","FC-074","SE","FC",2024-06-25,2024,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2463","FC-074","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",38,38,38,FALSE
"2464","FC-075","SE","FC",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2465","LV-089","LV","LV",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",60,60,60,FALSE
"2466","LV-089","LV","LV",2024-06-25,2024,26,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"2467","LV-104","LV","LV",2024-06-25,2024,26,"Pipiens","Culex pipiens","L","culex",6,6,6,FALSE
"2468","LV-104","LV","LV",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",45,45,45,FALSE
"2469","LV-110","LV","LV",2024-06-25,2024,26,"Tarsalis","Culex tarsalis","L","culex",8,8,8,FALSE
"2470","FC-006","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"2471","FC-006","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2472","FC-014","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",19,19,19,FALSE
"2473","FC-019","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"2474","FC-034","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2475","FC-034","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",24,24,24,FALSE
"2476","FC-036","NW","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",21,21,21,FALSE
"2477","FC-036","NW","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","L","culex",7,7,7,FALSE
"2478","FC-038","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",94,94,94,FALSE
"2479","FC-038","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","L","culex",10,10,10,FALSE
"2480","FC-040","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2481","FC-040","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",29,29,29,FALSE
"2482","FC-040GR","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","G","culex",80,80,80,FALSE
"2483","FC-040GR","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","G","culex",4,4,4,FALSE
"2484","FC-066","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","L","culex",8,8,8,FALSE
"2485","FC-066","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",59,59,59,FALSE
"2486","FC-066GR","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","G","culex",1,1,1,FALSE
"2487","FC-067","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2488","FC-069","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",12,12,12,FALSE
"2489","FC-072","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2490","FC-072","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",13,13,13,FALSE
"2491","FC-091GR","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","G","culex",6,6,6,FALSE
"2492","FC-091GR","NE","FC",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","G","culex",1,1,1,FALSE
"2493","FC-092GR","NE","FC",2024-06-24,2024,26,"Pipiens","Culex pipiens","G","culex",22,22,22,FALSE
"2494","LV-069","LV","LV",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2495","LV-095","LV","LV",2024-06-24,2024,26,"Tarsalis","Culex tarsalis","L","culex",16,16,16,FALSE
"2496","FC-001","SW","FC",2024-06-20,2024,25,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2497","FC-029GR","SE","FC",2024-06-20,2024,25,"Pipiens","Culex pipiens","G","culex",4,4,4,FALSE
"2498","FC-037","SW","FC",2024-06-20,2024,25,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"2499","FC-037","SW","FC",2024-06-20,2024,25,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"2500","FC-054","SE","FC",2024-06-20,2024,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2501","FC-089GR","SW","FC",2024-06-20,2024,25,"Pipiens","Culex pipiens","G","culex",3,3,3,FALSE
"2502","FC-093","SW","FC",2024-06-20,2024,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2503","FC-011","NW","FC",2024-06-19,2024,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2504","FC-041","NW","FC",2024-06-19,2024,25,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2505","FC-052","NW","FC",2024-06-19,2024,25,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"2506","FC-052","NW","FC",2024-06-19,2024,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2507","FC-058","SW","FC",2024-06-19,2024,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2508","FC-061","NW","FC",2024-06-19,2024,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2509","FC-061","NW","FC",2024-06-19,2024,25,"Pipiens","Culex pipiens","L","culex",10,10,10,FALSE
"2510","FC-073","NW","FC",2024-06-19,2024,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2511","FC-073","NW","FC",2024-06-19,2024,25,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2512","FC-090GR","NW","FC",2024-06-19,2024,25,"Pipiens","Culex pipiens","G","culex",3,3,3,FALSE
"2513","LC-001","BE","BE",2024-06-19,2024,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2514","LC-001","BE","BE",2024-06-19,2024,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2515","LC-049","BE","BE",2024-06-19,2024,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2516","LC-054","BE","BE",2024-06-19,2024,25,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"2517","LV-020","LV","LV",2024-06-19,2024,25,"Tarsalis","Culex tarsalis","L","culex",57,57,57,FALSE
"2518","FC-004","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",7,7,7,FALSE
"2519","FC-023","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2520","FC-027","SE","FC",2024-06-18,2024,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2521","FC-027","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2522","FC-031","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",18,18,18,FALSE
"2523","FC-039","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2524","FC-046","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"2525","FC-047","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",8,8,8,FALSE
"2526","FC-050","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"2527","FC-053","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",20,20,20,FALSE
"2528","FC-059","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2529","FC-064","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",12,12,12,FALSE
"2530","FC-074","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",13,13,13,FALSE
"2531","FC-075","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2532","FC-075GR","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","G","culex",2,2,2,FALSE
"2533","FC-075GR","SE","FC",2024-06-18,2024,25,"Pipiens","Culex pipiens","G","culex",8,8,8,FALSE
"2534","FC-088GR","SE","FC",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","G","culex",1,1,1,FALSE
"2535","FC-088GR","SE","FC",2024-06-18,2024,25,"Pipiens","Culex pipiens","G","culex",19,19,19,FALSE
"2536","LV-089","LV","LV",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"2537","LV-104","LV","LV",2024-06-18,2024,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2538","LV-104","LV","LV",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",9,9,9,FALSE
"2539","LV-110","LV","LV",2024-06-18,2024,25,"Tarsalis","Culex tarsalis","L","culex",13,13,13,FALSE
"2540","LV-110","LV","LV",2024-06-18,2024,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2541","FC-006","NE","FC",2024-06-17,2024,25,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"2542","FC-014","NE","FC",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",8,8,8,FALSE
"2543","FC-034","NE","FC",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",13,13,13,FALSE
"2544","FC-036","NW","FC",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",21,21,21,FALSE
"2545","FC-036","NW","FC",2024-06-17,2024,25,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2546","FC-038","NE","FC",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",25,25,25,FALSE
"2547","FC-040","NE","FC",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",12,12,12,FALSE
"2548","FC-040","NE","FC",2024-06-17,2024,25,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"2549","FC-040GR","NE","FC",2024-06-17,2024,25,"Pipiens","Culex pipiens","G","culex",18,18,18,FALSE
"2550","FC-066","NE","FC",2024-06-17,2024,25,"Pipiens","Culex pipiens","L","culex",8,8,8,FALSE
"2551","FC-066","NE","FC",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",47,47,47,FALSE
"2552","FC-067","NE","FC",2024-06-17,2024,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2553","FC-067","NE","FC",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2554","FC-069","NE","FC",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"2555","FC-069","NE","FC",2024-06-17,2024,25,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2556","FC-072","NE","FC",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",8,8,8,FALSE
"2557","FC-091GR","NE","FC",2024-06-17,2024,25,"Pipiens","Culex pipiens","G","culex",1,1,1,FALSE
"2558","FC-092GR","NE","FC",2024-06-17,2024,25,"Pipiens","Culex pipiens","G","culex",4,4,4,FALSE
"2559","LV-069","LV","LV",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2560","LV-095","LV","LV",2024-06-17,2024,25,"Tarsalis","Culex tarsalis","L","culex",12,12,12,FALSE
"2561","FC-029","SE","FC",2024-06-12,2024,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2562","FC-029GR","SE","FC",2024-06-12,2024,24,"Pipiens","Culex pipiens","G","culex",37,37,37,FALSE
"2563","FC-037","SW","FC",2024-06-12,2024,24,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2564","FC-054","SE","FC",2024-06-12,2024,24,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2565","FC-057","SW","FC",2024-06-12,2024,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2566","FC-062","SW","FC",2024-06-12,2024,24,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2567","FC-062","SW","FC",2024-06-12,2024,24,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2568","FC-089GR","SW","FC",2024-06-12,2024,24,"Pipiens","Culex pipiens","G","culex",12,12,12,FALSE
"2569","FC-093","SW","FC",2024-06-12,2024,24,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2570","FC-061","NW","FC",2024-06-11,2024,24,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2571","FC-061","NW","FC",2024-06-11,2024,24,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"2572","FC-063GR","NW","FC",2024-06-11,2024,24,"Pipiens","Culex pipiens","G","culex",16,16,16,FALSE
"2573","FC-073","NW","FC",2024-06-11,2024,24,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2574","FC-073","NW","FC",2024-06-11,2024,24,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2575","FC-090GR","NW","FC",2024-06-11,2024,24,"Pipiens","Culex pipiens","G","culex",4,4,4,FALSE
"2576","LC-001","BE","BE",2024-06-11,2024,24,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2577","LC-001","BE","BE",2024-06-11,2024,24,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2578","LC-053","BE","BE",2024-06-11,2024,24,"Tarsalis","Culex tarsalis","L","culex",11,11,11,FALSE
"2579","LC-054","BE","BE",2024-06-11,2024,24,"Tarsalis","Culex tarsalis","L","culex",13,13,13,FALSE
"2580","LV-020","LV","LV",2024-06-11,2024,24,"Tarsalis","Culex tarsalis","L","culex",22,22,22,FALSE
"2581","FC-004","SE","FC",2024-06-10,2024,24,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2582","FC-023","SE","FC",2024-06-10,2024,24,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2583","FC-023","SE","FC",2024-06-10,2024,24,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2584","FC-027","SE","FC",2024-06-10,2024,24,"Tarsalis","Culex tarsalis","L","culex",10,10,10,FALSE
"2585","FC-027","SE","FC",2024-06-10,2024,24,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2586","FC-031","SE","FC",2024-06-10,2024,24,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2587","FC-039","SE","FC",2024-06-10,2024,24,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2588","FC-074","SE","FC",2024-06-10,2024,24,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"2589","FC-075GR","SE","FC",2024-06-10,2024,24,"Pipiens","Culex pipiens","G","culex",6,6,6,FALSE
"2590","FC-088GR","SE","FC",2024-06-10,2024,24,"Pipiens","Culex pipiens","G","culex",20,20,20,FALSE
"2591","LV-089","LV","LV",2024-06-10,2024,24,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2592","LV-104","LV","LV",2024-06-10,2024,24,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"2593","LV-110","LV","LV",2024-06-10,2024,24,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2594","LV-110","LV","LV",2024-06-10,2024,24,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2595","FC-066","NE","FC",2024-06-09,2024,23,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2596","FC-029GR","SE","FC",2024-06-05,2024,23,"Pipiens","Culex pipiens","G","culex",5,5,5,FALSE
"2597","FC-037","SW","FC",2024-06-05,2024,23,"Tarsalis","Culex tarsalis","L","culex",18,18,18,FALSE
"2598","FC-037","SW","FC",2024-06-05,2024,23,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2599","FC-054","SE","FC",2024-06-05,2024,23,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2600","FC-057","SW","FC",2024-06-05,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2601","FC-068","SW","FC",2024-06-05,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2602","FC-071","SW","FC",2024-06-05,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2603","FC-089GR","SW","FC",2024-06-05,2024,23,"Pipiens","Culex pipiens","G","culex",1,1,1,FALSE
"2604","FC-052","NW","FC",2024-06-04,2024,23,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"2605","FC-052","NW","FC",2024-06-04,2024,23,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2606","FC-058","SW","FC",2024-06-04,2024,23,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2607","FC-061","NW","FC",2024-06-04,2024,23,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2608","FC-061","NW","FC",2024-06-04,2024,23,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"2609","FC-063","NW","FC",2024-06-04,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2610","FC-090GR","NW","FC",2024-06-04,2024,23,"Pipiens","Culex pipiens","G","culex",5,5,5,FALSE
"2611","LC-001","BE","BE",2024-06-04,2024,23,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2612","LC-001","BE","BE",2024-06-04,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2613","LC-053","BE","BE",2024-06-04,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2614","LC-054","BE","BE",2024-06-04,2024,23,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2615","LV-020","LV","LV",2024-06-04,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2616","FC-004","SE","FC",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2617","FC-023","SE","FC",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2618","FC-027","SE","FC",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2619","FC-039","SE","FC",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2620","FC-046","SE","FC",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"2621","FC-047","SE","FC",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",3,3,3,FALSE
"2622","FC-047","SE","FC",2024-06-03,2024,23,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2623","FC-053","SE","FC",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2624","FC-074","SE","FC",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",7,7,7,FALSE
"2625","FC-075GR","SE","FC",2024-06-03,2024,23,"Pipiens","Culex pipiens","G","culex",2,2,2,FALSE
"2626","FC-088GR","SE","FC",2024-06-03,2024,23,"Pipiens","Culex pipiens","G","culex",7,7,7,FALSE
"2627","LV-089","LV","LV",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"2628","LV-104","LV","LV",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",6,6,6,FALSE
"2629","LV-110","LV","LV",2024-06-03,2024,23,"Tarsalis","Culex tarsalis","L","culex",28,28,28,FALSE
"2630","FC-053","SE","FC",2023-09-13,2023,37,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"2631","FC-053","SE","FC",2023-09-13,2023,37,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2632","FC-004","SE","FC",2023-09-12,2023,37,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2633","FC-004","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",16,16,16,FALSE
"2634","FC-023","SE","FC",2023-09-12,2023,37,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2635","FC-027","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",17,17,17,FALSE
"2636","FC-029","SE","FC",2023-09-12,2023,37,"Tarsalis","Culex tarsalis","L","culex",2,2,2,FALSE
"2637","FC-029","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2638","FC-029GR","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","G","culex",10,10,10,FALSE
"2639","FC-031","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",4,4,4,FALSE
"2640","FC-037","SW","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",6,6,6,FALSE
"2641","FC-037","SW","FC",2023-09-12,2023,37,"Tarsalis","Culex tarsalis","L","culex",4,4,4,FALSE
"2642","FC-039","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",9,9,9,FALSE
"2643","FC-039","SE","FC",2023-09-12,2023,37,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2644","FC-046","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",9,9,9,FALSE
"2645","FC-050","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",12,12,12,FALSE
"2646","FC-050","SE","FC",2023-09-12,2023,37,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2647","FC-057","SW","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2648","FC-059","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",7,7,7,FALSE
"2649","FC-062","SW","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2650","FC-064","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",6,6,6,FALSE
"2651","FC-074","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",5,5,5,FALSE
"2652","FC-074","SE","FC",2023-09-12,2023,37,"Tarsalis","Culex tarsalis","L","culex",1,1,1,FALSE
"2653","FC-075","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",11,11,11,FALSE
"2654","FC-075GR","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","G","culex",9,9,9,FALSE
"2655","FC-088GR","SE","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","G","culex",10,10,10,FALSE
"2656","FC-089GR","SW","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","G","culex",5,5,5,FALSE
"2657","FC-093","SW","FC",2023-09-12,2023,37,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2658","FC-006","NE","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","L","culex",3,3,3,FALSE
"2659","FC-014","NE","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","L","culex",224,224,224,FALSE
"2660","FC-014","NE","FC",2023-09-11,2023,37,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"2661","FC-015","NW","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2662","FC-034","NE","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2663","FC-034","NE","FC",2023-09-11,2023,37,"Tarsalis","Culex tarsalis","L","culex",5,5,5,FALSE
"2664","FC-036","NW","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","L","culex",8,8,8,FALSE
"2665","FC-038","NE","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
"2666","FC-040","NE","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","L","culex",6,6,6,FALSE
"2667","FC-040GR","NE","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","G","culex",23,23,23,FALSE
"2668","FC-061","NW","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","L","culex",2,2,2,FALSE
"2669","FC-063","NW","FC",2023-09-11,2023,37,"Pipiens","Culex pipiens","L","culex",1,1,1,FALSE
