"csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","cq","copies_WNV","seq","zone","note"
"CSU7606","FC-036",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"NW",NA
"CSU7607","FC-036",2015,28,"2015-07-13","LC","L","Tarsalis",12,0,NA,NA,NA,"NW",NA
"CSU7608","FC-036",2015,28,"2015-07-13","LC","L","Pipiens",35,0,NA,NA,NA,"NW",NA
"CSU7703","FC-041",2015,28,"2015-07-15","LC","L","Tarsalis",24,0,NA,NA,NA,"NW",NA
"CSU7704","FC-041",2015,28,"2015-07-15","LC","L","Pipiens",13,0,NA,NA,NA,"NW",NA
"CSU7701","FC-049",2015,28,"2015-07-15","LC","L","Tarsalis",3,0,NA,NA,NA,"NW",NA
"CSU7702","FC-049",2015,28,"2015-07-15","LC","L","Pipiens",1,0,NA,NA,NA,"NW",NA
"CSU7692","FC-052",2015,28,"2015-07-15","LC","L","Tarsalis",4,0,NA,NA,NA,"NW",NA
"CSU7693","FC-052",2015,28,"2015-07-15","LC","L","Pipiens",1,0,NA,NA,NA,"NW",NA
"CSU7688","FC-061",2015,28,"2015-07-15","LC","L","Tarsalis",27,0,NA,NA,NA,"NW",NA
"CSU7689","FC-061",2015,28,"2015-07-15","LC","L","Pipiens",16,0,NA,NA,NA,"NW",NA
"CSU7691","FC-063",2015,28,"2015-07-15","LC","L","Tarsalis",1,0,NA,NA,NA,"NW",NA
"CSU00000","FC-063",2015,28,"2015-07-15","LC","L","Pipiens",0,NA,NA,NA,NA,"NW",NA
"CSU7694","FC-063GR",2015,28,"2015-07-15","LC","G","Tarsalis",1,0,NA,NA,NA,"NW",NA
"CSU7695","FC-063GR",2015,28,"2015-07-15","LC","G","Pipiens",50,0,NA,NA,NA,"NW",NA
"CSU7696","FC-063GR",2015,28,"2015-07-15","LC","G","Pipiens",13,0,NA,NA,NA,"NW",NA
"CSU7723","FC-073",2015,28,"2015-07-16","LC","L","Tarsalis",5,0,NA,NA,NA,"NW",NA
"CSU7724","FC-073",2015,28,"2015-07-16","LC","L","Pipiens",2,0,NA,NA,NA,"NW",NA
"CSU7706","FC-090GR",2015,28,"2015-07-15","LC","G","Tarsalis",1,0,NA,NA,NA,"NW",NA
"CSU7707","FC-090GR",2015,28,"2015-07-15","LC","G","Pipiens",8,0,NA,NA,NA,"NW",NA
"CSU7549","FC-004",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7550","FC-004",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7551","FC-004",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7552","FC-004",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7553","FC-004",2015,28,"2015-07-13","LC","L","Tarsalis",3,0,NA,NA,NA,"SE",NA
"CSU7554","FC-004",2015,28,"2015-07-13","LC","L","Pipiens",7,0,NA,NA,NA,"SE",NA
"CSU7555","FC-004",2015,28,"2015-07-13","LC","L","Pipiens",6,0,NA,NA,NA,"SE",NA
"CSU7650","FC-023",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7651","FC-023",2015,28,"2015-07-14","LC","L","Tarsalis",27,0,NA,NA,NA,"SE",NA
"CSU7652","FC-023",2015,28,"2015-07-14","LC","L","Pipiens",13,0,NA,NA,NA,"SE",NA
"CSU7669","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7670","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7671","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7672","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7673","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",50,1,NA,NA,NA,"SE",NA
"CSU7674","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7675","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7676","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",50,1,NA,NA,NA,"SE",NA
"CSU7677","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7678","FC-027",2015,28,"2015-07-14","LC","L","Tarsalis",38,0,NA,NA,NA,"SE",NA
"CSU7679","FC-027",2015,28,"2015-07-14","LC","L","Pipiens",7,0,NA,NA,NA,"SE",NA
"CSU7716","FC-029",2015,28,"2015-07-16","LC","L","Tarsalis",17,0,NA,NA,NA,"SE",NA
"CSU00000","FC-029",2015,28,"2015-07-16","LC","L","Pipiens",0,NA,NA,NA,NA,"SE",NA
"CSU00000","FC-029GR",2015,28,"2015-07-16","LC","G","Tarsalis",0,NA,NA,NA,NA,"SE",NA
"CSU7725","FC-029GR",2015,28,"2015-07-16","LC","G","Pipiens",49,0,NA,NA,NA,"SE",NA
"CSU7665","FC-031",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7666","FC-031",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7667","FC-031",2015,28,"2015-07-14","LC","L","Tarsalis",8,0,NA,NA,NA,"SE",NA
"CSU7668","FC-031",2015,28,"2015-07-14","LC","L","Pipiens",4,0,NA,NA,NA,"SE",NA
"CSU7699","FC-039",2015,28,"2015-07-15","LC","L","Tarsalis",47,0,NA,NA,NA,"SE",NA
"CSU00000","FC-039",2015,28,"2015-07-15","LC","L","Pipiens",0,NA,NA,NA,NA,"SE",NA
"CSU7658","FC-046",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7659","FC-046",2015,28,"2015-07-14","LC","L","Tarsalis",31,0,NA,NA,NA,"SE",NA
"CSU7660","FC-046",2015,28,"2015-07-14","LC","L","Pipiens",37,0,NA,NA,NA,"SE",NA
"CSU7640","FC-047",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7641","FC-047",2015,28,"2015-07-14","LC","L","Tarsalis",21,0,NA,NA,NA,"SE",NA
"CSU00000","FC-047",2015,28,"2015-07-14","LC","L","Pipiens",0,NA,NA,NA,NA,"SE",NA
"CSU7644","FC-050",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7645","FC-050",2015,28,"2015-07-14","LC","L","Tarsalis",7,0,NA,NA,NA,"SE",NA
"CSU7646","FC-050",2015,28,"2015-07-14","LC","L","Pipiens",24,0,NA,NA,NA,"SE",NA
"CSU7556","FC-053",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7557","FC-053",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7558","FC-053",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7559","FC-053",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7560","FC-053",2015,28,"2015-07-13","LC","L","Tarsalis",50,1,NA,NA,NA,"SE",NA
"CSU7561","FC-053",2015,28,"2015-07-13","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7562","FC-053",2015,28,"2015-07-13","LC","L","Tarsalis",40,0,NA,NA,NA,"SE",NA
"CSU7563","FC-053",2015,28,"2015-07-13","LC","L","Pipiens",3,0,NA,NA,NA,"SE",NA
"CSU7717","FC-054",2015,28,"2015-07-16","LC","L","Tarsalis",15,0,NA,NA,NA,"SE",NA
"CSU7718","FC-054",2015,28,"2015-07-16","LC","L","Pipiens",1,0,NA,NA,NA,"SE",NA
"CSU7657","FC-059",2015,28,"2015-07-14","LC","L","Tarsalis",46,0,NA,NA,NA,"SE",NA
"CSU00000","FC-059",2015,28,"2015-07-14","LC","L","Pipiens",0,NA,NA,NA,NA,"SE",NA
"CSU7653","FC-064",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7654","FC-064",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7655","FC-064",2015,28,"2015-07-14","LC","L","Tarsalis",28,0,NA,NA,NA,"SE",NA
"CSU7656","FC-064",2015,28,"2015-07-14","LC","L","Pipiens",1,0,NA,NA,NA,"SE",NA
"CSU7661","FC-074",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7662","FC-074",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7663","FC-074",2015,28,"2015-07-14","LC","L","Tarsalis",21,0,NA,NA,NA,"SE",NA
"CSU7664","FC-074",2015,28,"2015-07-14","LC","L","Pipiens",2,0,NA,NA,NA,"SE",NA
"CSU7647","FC-075",2015,28,"2015-07-14","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7648","FC-075",2015,28,"2015-07-14","LC","L","Tarsalis",37,0,NA,NA,NA,"SE",NA
"CSU7649","FC-075",2015,28,"2015-07-14","LC","L","Pipiens",8,0,NA,NA,NA,"SE",NA
"CSU7642","FC-075GR",2015,28,"2015-07-14","LC","G","Tarsalis",1,0,NA,NA,NA,"SE",NA
"CSU7643","FC-075GR",2015,28,"2015-07-14","LC","G","Pipiens",38,0,NA,NA,NA,"SE",NA
"CSU00000","FC-088GR",2015,28,"2015-07-15","LC","G","Tarsalis",0,NA,NA,NA,NA,"SE",NA
"CSU7686","FC-088GR",2015,28,"2015-07-15","LC","G","Pipiens",50,0,NA,NA,NA,"SE",NA
"CSU7687","FC-088GR",2015,28,"2015-07-15","LC","G","Pipiens",8,0,NA,NA,NA,"SE",NA
"CSU7714","FC-001",2015,28,"2015-07-16","LC","L","Tarsalis",13,0,NA,NA,NA,"SW",NA
"CSU7715","FC-001",2015,28,"2015-07-16","LC","L","Pipiens",5,0,NA,NA,NA,"SW",NA
"CSU7726","FC-037",2015,28,"2015-07-16","LC","L","Tarsalis",21,0,NA,NA,NA,"SW",NA
"CSU7727","FC-037",2015,28,"2015-07-16","LC","L","Pipiens",4,0,NA,NA,NA,"SW",NA
"CSU7719","FC-057",2015,28,"2015-07-16","LC","L","Tarsalis",11,0,NA,NA,NA,"SW",NA
"CSU7720","FC-057",2015,28,"2015-07-16","LC","L","Pipiens",2,0,NA,NA,NA,"SW",NA
"CSU00000","FC-058",2015,28,"2015-07-15","LC","L","Tarsalis",0,NA,NA,NA,NA,"SW",NA
"CSU7690","FC-058",2015,28,"2015-07-15","LC","L","Pipiens",3,0,NA,NA,NA,"SW",NA
"CSU7697","FC-060",2015,28,"2015-07-15","LC","L","Tarsalis",7,0,NA,NA,NA,"SW",NA
"CSU7698","FC-060",2015,28,"2015-07-15","LC","L","Pipiens",1,0,NA,NA,NA,"SW",NA
"CSU7712","FC-062",2015,28,"2015-07-16","LC","L","Tarsalis",4,0,NA,NA,NA,"SW",NA
"CSU7713","FC-062",2015,28,"2015-07-16","LC","L","Pipiens",2,0,NA,NA,NA,"SW",NA
"CSU7708","FC-068",2015,28,"2015-07-16","LC","L","Tarsalis",8,0,NA,NA,NA,"SW",NA
"CSU7709","FC-068",2015,28,"2015-07-16","LC","L","Pipiens",1,0,NA,NA,NA,"SW",NA
"CSU7710","FC-071",2015,28,"2015-07-16","LC","L","Tarsalis",6,0,NA,NA,NA,"SW",NA
"CSU7711","FC-071",2015,28,"2015-07-16","LC","L","Pipiens",3,0,NA,NA,NA,"SW",NA
"CSU00000","FC-089GR",2015,28,"2015-07-16","LC","G","Tarsalis",0,NA,NA,NA,NA,"SW",NA
"CSU7728","FC-089GR",2015,28,"2015-07-16","LC","G","Pipiens",27,0,NA,NA,NA,"SW",NA
"CSU7721","FC-093",2015,28,"2015-07-16","LC","L","Tarsalis",13,0,NA,NA,NA,"SW",NA
"CSU7722","FC-093",2015,28,"2015-07-16","LC","L","Pipiens",2,0,NA,NA,NA,"SW",NA
"CSU7858","LV-020",2015,29,"2015-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7859","LV-020",2015,29,"2015-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7860","LV-020",2015,29,"2015-07-22","LC","L","Tarsalis",14,0,35.1,NA,NA,"LV",NA
"CSU7861","LV-020",2015,29,"2015-07-22","LC","L","Pipiens",3,0,NA,NA,NA,"LV",NA
"CSU7771","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7772","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,1,NA,NA,NA,"LV",NA
"CSU7773","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7774","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7775","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7776","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7777","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",27,0,NA,NA,NA,"LV",NA
"CSU7778","LV-069",2015,29,"2015-07-20","LC","L","Pipiens",14,0,NA,NA,NA,"LV",NA
"CSU7800","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7801","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7802","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7803","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7804","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7805","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",24,0,NA,NA,NA,"LV",NA
"CSU00000","LV-089",2015,29,"2015-07-21","LC","L","Pipiens",0,NA,NA,NA,NA,"LV",NA
"CSU7729","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7730","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7731","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7732","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7733","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",14,0,NA,NA,NA,"LV",NA
"CSU7734","LV-095",2015,29,"2015-07-20","LC","L","Pipiens",13,0,NA,NA,NA,"LV",NA
"CSU7806","LV-104",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7807","LV-104",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7808","LV-104",2015,29,"2015-07-21","LC","L","Tarsalis",6,0,NA,NA,NA,"LV",NA
"CSU00000","LV-104",2015,29,"2015-07-21","LC","L","Pipiens",0,NA,NA,NA,NA,"LV",NA
"CSU7809","LV-110",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"LV",NA
"CSU7810","LV-110",2015,29,"2015-07-21","LC","L","Tarsalis",4,0,NA,NA,NA,"LV",NA
"CSU00000","LV-110",2015,29,"2015-07-21","LC","L","Pipiens",0,NA,NA,NA,NA,"LV",NA
"CSU7790","FC-006",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7791","FC-006",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7792","FC-006",2015,29,"2015-07-20","LC","L","Tarsalis",35,0,NA,NA,NA,"NE",NA
"CSU7793","FC-006",2015,29,"2015-07-20","LC","L","Pipiens",1,0,NA,NA,NA,"NE",NA
"CSU7744","FC-014",2015,29,"2015-07-20","LC","L","Tarsalis",43,0,NA,NA,NA,"NE",NA
"CSU00000","FC-014",2015,29,"2015-07-20","LC","L","Pipiens",0,NA,NA,NA,NA,"NE",NA
"CSU7782","FC-019",2015,29,"2015-07-20","LC","L","Tarsalis",25,0,NA,NA,NA,"NE",NA
"CSU7783","FC-019",2015,29,"2015-07-20","LC","L","Pipiens",16,0,NA,NA,NA,"NE",NA
"CSU7752","FC-034",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7753","FC-034",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7754","FC-034",2015,29,"2015-07-20","LC","L","Tarsalis",15,0,NA,NA,NA,"NE",NA
"CSU7755","FC-034",2015,29,"2015-07-20","LC","L","Pipiens",3,0,NA,NA,NA,"NE",NA
"CSU7749","FC-038",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7750","FC-038",2015,29,"2015-07-20","LC","L","Tarsalis",47,0,NA,NA,NA,"NE",NA
"CSU7751","FC-038",2015,29,"2015-07-20","LC","L","Pipiens",3,0,NA,NA,NA,"NE",NA
"CSU7758","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7759","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7760","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7761","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7762","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",31,0,NA,NA,NA,"NE",NA
"CSU7763","FC-040",2015,29,"2015-07-20","LC","L","Pipiens",50,0,NA,NA,NA,"NE",NA
"CSU7764","FC-040GR",2015,29,"2015-07-20","LC","G","Tarsalis",9,0,NA,NA,NA,"NE",NA
"CSU7765","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,0,NA,NA,NA,"NE",NA
"CSU7766","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,0,NA,NA,NA,"NE",NA
"CSU7767","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,0,NA,NA,NA,"NE",NA
"CSU7768","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,0,NA,NA,NA,"NE",NA
"CSU7769","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,0,NA,NA,NA,"NE",NA
"CSU7770","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",49,0,NA,NA,NA,"NE",NA
"CSU7797","FC-066",2015,29,"2015-07-20","LC","L","Tarsalis",46,0,NA,NA,NA,"NE",NA
"CSU7798","FC-066",2015,29,"2015-07-20","LC","L","Pipiens",1,0,NA,NA,NA,"NE",NA
"CSU7799","FC-066",2015,29,"2015-07-20","LC","L","Pipiens",1,0,NA,NA,NA,"NE",NA
"CSU00000","FC-066GR",2015,29,"2015-07-20","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE",NA
"CSU7781","FC-066GR",2015,29,"2015-07-20","LC","G","Pipiens",6,0,NA,NA,NA,"NE",NA
"CSU7745","FC-067",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7746","FC-067",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7747","FC-067",2015,29,"2015-07-20","LC","L","Tarsalis",12,0,NA,NA,NA,"NE",NA
"CSU7748","FC-067",2015,29,"2015-07-20","LC","L","Pipiens",16,0,NA,NA,NA,"NE",NA
"CSU7756","FC-069",2015,29,"2015-07-20","LC","L","Tarsalis",18,0,NA,NA,NA,"NE",NA
"CSU7757","FC-069",2015,29,"2015-07-20","LC","L","Pipiens",1,0,NA,NA,NA,"NE",NA
"CSU7794","FC-072",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NE",NA
"CSU7795","FC-072",2015,29,"2015-07-20","LC","L","Tarsalis",46,0,NA,NA,NA,"NE",NA
"CSU7796","FC-072",2015,29,"2015-07-20","LC","L","Pipiens",3,0,NA,NA,NA,"NE",NA
"CSU00000","FC-091GR",2015,29,"2015-07-20","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE",NA
"CSU7780","FC-091GR",2015,29,"2015-07-20","LC","G","Pipiens",10,0,NA,NA,NA,"NE",NA
"CSU00000","FC-092GR",2015,29,"2015-07-20","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE",NA
"CSU7779","FC-092GR",2015,29,"2015-07-20","LC","G","Pipiens",48,0,NA,NA,NA,"NE",NA
"CSU7873","FC-011",2015,29,"2015-07-22","LC","L","Tarsalis",10,0,NA,NA,NA,"NW",NA
"CSU7874","FC-011",2015,29,"2015-07-22","LC","L","Pipiens",2,0,34.45,NA,NA,"NW",NA
"CSU7867","FC-015",2015,29,"2015-07-22","LC","L","Tarsalis",16,0,NA,NA,NA,"NW",NA
"CSU7868","FC-015",2015,29,"2015-07-22","LC","L","Pipiens",6,0,NA,NA,NA,"NW",NA
"CSU7784","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NW",NA
"CSU7785","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NW",NA
"CSU7786","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NW",NA
"CSU7787","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"NW",NA
"CSU7788","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",14,0,NA,NA,NA,"NW",NA
"CSU7789","FC-036",2015,29,"2015-07-20","LC","L","Pipiens",44,1,NA,NA,NA,"NW",NA
"CSU7870","FC-041",2015,29,"2015-07-22","LC","L","Tarsalis",50,0,NA,NA,NA,"NW",NA
"CSU7871","FC-041",2015,29,"2015-07-22","LC","L","Tarsalis",8,0,NA,NA,NA,"NW",NA
"CSU7872","FC-041",2015,29,"2015-07-22","LC","L","Pipiens",35,0,NA,NA,NA,"NW",NA
"CSU7865","FC-049",2015,29,"2015-07-22","LC","L","Tarsalis",25,0,NA,NA,NA,"NW",NA
"CSU7866","FC-049",2015,29,"2015-07-22","LC","L","Pipiens",3,0,NA,NA,NA,"NW",NA
"CSU7882","FC-052",2015,29,"2015-07-22","LC","L","Tarsalis",12,0,NA,NA,NA,"NW",NA
"CSU7883","FC-052",2015,29,"2015-07-22","LC","L","Pipiens",1,0,34.79,NA,NA,"NW",NA
"CSU7880","FC-061",2015,29,"2015-07-22","LC","L","Tarsalis",34,0,55.55,NA,NA,"NW",NA
"CSU7881","FC-061",2015,29,"2015-07-22","LC","L","Pipiens",8,0,NA,NA,NA,"NW",NA
"CSU7869","FC-063",2015,29,"2015-07-22","LC","L","Tarsalis",8,0,NA,NA,NA,"NW",NA
"CSU00000","FC-063",2015,29,"2015-07-22","LC","L","Pipiens",0,NA,NA,NA,NA,"NW",NA
"CSU00000","FC-063GR",2015,29,"2015-07-22","LC","G","Tarsalis",0,NA,NA,NA,NA,"NW",NA
"CSU7862","FC-063GR",2015,29,"2015-07-22","LC","G","Pipiens",17,0,NA,NA,NA,"NW",NA
"CSU7875","FC-073",2015,29,"2015-07-22","LC","L","Tarsalis",36,0,32.44,NA,NA,"NW",NA
"CSU7876","FC-073",2015,29,"2015-07-22","LC","L","Pipiens",4,0,34.51,NA,NA,"NW",NA
"CSU00000","FC-090GR",2015,29,"2015-07-22","LC","G","Tarsalis",0,NA,NA,NA,NA,"NW",NA
"CSU7877","FC-090GR",2015,29,"2015-07-22","LC","G","Pipiens",13,0,34.06,NA,NA,"NW",NA
"CSU7739","FC-004",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7740","FC-004",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7741","FC-004",2015,29,"2015-07-20","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7742","FC-004",2015,29,"2015-07-20","LC","L","Tarsalis",13,0,NA,NA,NA,"SE",NA
"CSU7743","FC-004",2015,29,"2015-07-20","LC","L","Pipiens",19,0,NA,NA,NA,"SE",NA
"CSU7816","FC-023",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7817","FC-023",2015,29,"2015-07-21","LC","L","Tarsalis",25,0,NA,NA,NA,"SE",NA
"CSU00000","FC-023",2015,29,"2015-07-21","LC","L","Pipiens",0,NA,NA,NA,NA,"SE",NA
"CSU7835","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,55.55,NA,NA,"SE",NA
"CSU7836","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,55.55,NA,NA,"SE",NA
"CSU7837","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,37.17,NA,NA,"SE",NA
"CSU7838","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,55.55,NA,NA,"SE",NA
"CSU7839","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,36.03,NA,NA,"SE",NA
"CSU7840","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,55.55,NA,NA,"SE",NA
"CSU7841","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",30,0,55.55,NA,NA,"SE",NA
"CSU7842","FC-027",2015,29,"2015-07-21","LC","L","Pipiens",23,0,NA,NA,NA,"SE",NA
"CSU7897","FC-029",2015,29,"2015-07-23","LC","L","Tarsalis",32,0,36.03,NA,NA,"SE",NA
"CSU7898","FC-029",2015,29,"2015-07-23","LC","L","Pipiens",8,0,35.34,NA,NA,"SE",NA
"CSU7894","FC-029GR",2015,29,"2015-07-23","LC","G","Tarsalis",1,0,34.74,NA,NA,"SE",NA
"CSU7895","FC-029GR",2015,29,"2015-07-23","LC","G","Pipiens",50,0,NA,NA,NA,"SE",NA
"CSU7896","FC-029GR",2015,29,"2015-07-23","LC","G","Pipiens",14,0,NA,NA,NA,"SE",NA
"CSU7854","FC-031",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7855","FC-031",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7856","FC-031",2015,29,"2015-07-21","LC","L","Tarsalis",18,0,NA,NA,NA,"SE",NA
"CSU7857","FC-031",2015,29,"2015-07-21","LC","L","Pipiens",4,0,NA,NA,NA,"SE",NA
"CSU7818","FC-039",2015,29,"2015-07-21","LC","L","Tarsalis",49,0,NA,NA,NA,"SE",NA
"CSU00000","FC-039",2015,29,"2015-07-21","LC","L","Pipiens",0,NA,NA,NA,NA,"SE",NA
"CSU7847","FC-046",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,55.55,NA,NA,"SE",NA
"CSU7848","FC-046",2015,29,"2015-07-21","LC","L","Tarsalis",50,0,NA,NA,NA,"SE",NA
"CSU7849","FC-046",2015,29,"2015-07-21","LC","L","Tarsalis",31,0,55.55,NA,NA,"SE",NA
"CSU7850","FC-046",2015,29,"2015-07-21","LC","L","Pipiens",27,0,NA,NA,NA,"SE",NA
